add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
17, 13, 79, EH, 194, 34, 79, EH, 12, 79, LH, 136, 29, 85, LH, 11, 82, LH
18, 12, 111, EH, 394, 39, 111, EH, 13, 111, EH, 27, 35, 107, LH, 13, 107, EH
19, 14, 143, EH, 125, 57, 142, EH, 19, 142, EH, 19, 47, 145, RH, 23, 145, LH
20, 23, 175, EH, 524, 54, 174, LH, 17, 174, EH, 202, 39, 173, RH, 18, 173, EH
21, 19, 207, EH, 154, 58, 204, EH, 16, 204, EH, 396, 46, 213, EH, 16, 204, EH
22, 17, 239, EH, 356, 91, 242, EH, 15, 242, EH, 487, 58, 242, EH, 15, 242, LH
23, 16, 271, EH, 73, 79, 268, LH, 18, 285, LH, 358, 91, 284, LH, 17, 284, EH
24, 18, 303, EH, 24, 71, 306, LH, 23, 351, EH, 24, 85, 350, RH, 20, 329, RH
25, 21, 335, EH, 221, 66, 332, EH, 21, 393, RH, 25, 70, 391, RH, 19, 364, EH
26, 20, 367, EH, 280, 64, 365, EH, 20, 431, LH, 543, 64, 431, LH, 22, 413, EH
27, 22, 415, EH, 114, 77, 414, LH, 22, 463, EH, 494, 81, 462, EH, 21, 462, EH
28, 27, 479, EH, 239, 85, 479, RH, 25, 494, RH, 82, 83, 493, RH, 26, 493, RH
29, 25, 527, EH, 29, 82, 543, LH, 24, 525, EH, 285, 88, 537, LH, 24, 537, EH
30, 24, 575, EH, 562, 80, 575, RH, 26, 557, RH, 377, 90, 573, EH, 25, 573, RH
31, 26, 7, EH, 31, 84, 2, RH, 27, 7, EH, 113, 107, 6, LH, 27, 5, RH
32, 29, 23, EH, 548, 86, 8, RH, 43, 19, RH, 368, 102, 18, RH, 47, 23, LH
33, 28, 39, EH, 100, 90, 23, LH, 37, 37, LH, 69, 93, 34, LH, 37, 37, EH
34, 30, 55, EH, 432, 111, 43, EH, 34, 54, LH, 169, 92, 47, LH, 32, 54, EH
35, 47, 71, EH, 35, 105, 71, LH, 30, 71, LH, 484, 99, 70, RH, 30, 70, EH
36, 39, 87, EH, 36, 102, 85, EH, 29, 85, EH, 48, 101, 88, RH, 29, 85, RH
37, 35, 103, EH, 426, 98, 105, LH, 32, 102, EH, 96, 106, 102, LH, 31, 102, LH
38, 33, 119, EH, 458, 104, 121, EH, 31, 118, RH, 547, 103, 118, EH, 35, 118, EH
39, 32, 135, EH, 534, 106, 131, LH, 33, 131, RH, 327, 118, 141, EH, 34, 136, EH
40, 34, 151, EH, 40, 121, 150, EH, 35, 150, RH, 206, 114, 149, RH, 33, 152, EH
41, 37, 167, EH, 220, 118, 167, EH, 36, 167, LH, 251, 112, 167, EH, 36, 167, LH
42, 36, 183, EH, 42, 120, 183, EH, 39, 183, LH, 508, 123, 182, LH, 42, 182, LH
43, 38, 199, EH, 470, 123, 197, EH, 38, 197, LH, 308, 121, 196, EH, 39, 199, LH
44, 43, 215, EH, 429, 122, 214, EH, 41, 214, EH, 565, 124, 217, EH, 38, 213, EH
45, 41, 231, EH, 225, 189, 238, LH, 40, 232, EH, 45, 188, 231, LH, 40, 231, EH
46, 40, 247, EH, 516, 159, 247, EH, 42, 247, RH, 120, 159, 246, EH, 41, 249, EH
47, 42, 263, EH, 45, 142, 258, RH, 54, 268, EH, 172, 145, 272, LH, 45, 266, RH
48, 45, 279, EH, 409, 131, 275, LH, 49, 299, EH, 31, 141, 301, EH, 44, 301, EH
49, 44, 295, EH, 536, 130, 299, LH, 47, 332, EH, 78, 127, 329, EH, 43, 322, EH
50, 46, 311, EH, 50, 129, 310, EH, 45, 365, RH, 50, 144, 364, RH, 46, 337, EH
51, 55, 327, EH, 357, 140, 323, EH, 44, 387, RH, 324, 149, 389, LH, 54, 356, RH
52, 51, 343, EH, 529, 150, 342, EH, 46, 403, EH, 347, 147, 406, RH, 50, 375, LH
53, 49, 359, EH, 475, 146, 358, RH, 48, 422, RH, 414, 153, 422, RH, 48, 396, RH
54, 48, 375, EH, 70, 145, 375, RH, 52, 439, EH, 54, 152, 439, EH, 49, 431, LH
55, 50, 399, EH, 55, 147, 393, LH, 50, 454, EH, 55, 173, 457, EH, 52, 457, LH
56, 53, 431, EH, 570, 153, 422, EH, 51, 471, LH, 53, 167, 468, EH, 51, 472, LH
57, 52, 463, EH, 266, 158, 463, EH, 53, 487, EH, 454, 164, 485, EH, 53, 485, EH
58, 54, 495, EH, 528, 174, 494, RH, 58, 503, LH, 73, 163, 503, LH, 56, 503, LH
59, 59, 519, EH, 301, 167, 525, EH, 56, 519, LH, 161, 166, 524, RH, 55, 524, EH
60, 57, 535, EH, 97, 162, 552, EH, 55, 533, LH, 0, 170, 545, RH, 58, 545, EH
61, 56, 559, EH, 553, 161, 565, EH, 57, 552, LH, 183, 168, 570, LH, 57, 564, RH
62, 58, 591, EH, 369, 160, 591, LH, 60, 575, EH, 359, 182, 588, EH, 59, 588, LH
63, 61, 3, EH, 19, 166, 3, EMPTY, 59, 3, EH, 307, 178, 2, RH, 91, 2, EH
64, 60, 11, EH, 489, 171, 12, EH, 61, 11, EH, 321, 176, 10, EH, 82, 10, LH
65, 62, 19, EH, 65, 168, 17, EMPTY, 91, 17, LH, 316, 177, 15, EH, 70, 18, RH
66, 95, 27, EH, 207, 170, 26, EH, 79, 23, RH, 104, 180, 23, EH, 64, 26, LH
67, 79, 35, EH, 67, 172, 37, EH, 71, 34, LH, 67, 184, 30, LH, 62, 32, RH
68, 71, 43, EH, 68, 183, 57, EH, 66, 39, RH, 395, 186, 35, EH, 61, 42, EH
69, 67, 51, EH, 173, 178, 66, EH, 64, 49, EH, 137, 222, 39, RH, 63, 50, EH
70, 65, 59, EH, 155, 177, 77, EH, 63, 58, EH, 232, 213, 58, EH, 67, 56, RH
71, 64, 67, EH, 240, 179, 82, LH, 65, 66, RH, 446, 196, 64, EH, 66, 64, RH
72, 66, 75, EH, 561, 188, 86, EH, 68, 75, EH, 72, 192, 81, RH, 65, 75, EH
73, 69, 83, EH, 6, 184, 102, EH, 67, 82, EH, 135, 194, 90, EMPTY, 69, 83, RH
74, 68, 91, EH, 384, 223, 106, RH, 70, 88, EH, 4, 199, 93, EH, 68, 88, EH
75, 70, 99, EH, 75, 204, 118, EH, 69, 98, LH, 165, 198, 106, RH, 75, 96, EH
76, 75, 107, EH, 277, 197, 123, EH, 75, 105, RH, 488, 205, 114, LH, 73, 104, RH
77, 73, 115, EH, 355, 193, 130, RH, 73, 114, EH, 77, 217, 123, LH, 72, 112, EH
78, 72, 123, EH, 397, 196, 140, LH, 72, 121, RH, 105, 216, 127, EH, 71, 123, LH
79, 74, 131, EH, 317, 203, 146, LH, 74, 129, LH, 151, 215, 144, EH, 74, 132, LH
80, 77, 139, EH, 366, 200, 153, EH, 77, 134, RH, 348, 219, 147, EH, 78, 141, LH
81, 76, 147, EH, 81, 214, 162, EH, 76, 146, EH, 234, 218, 153, EH, 77, 149, EH
82, 78, 155, EH, 187, 209, 171, RH, 78, 153, RH, 393, 220, 164, LH, 76, 156, EH
83, 87, 163, EH, 567, 210, 178, LH, 85, 162, RH, 322, 242, 170, EH, 80, 164, LH
84, 83, 171, EH, 302, 217, 188, LH, 82, 171, EH, 84, 231, 178, LH, 79, 169, RH
85, 81, 179, EH, 226, 216, 193, EH, 80, 178, RH, 559, 225, 184, LH, 81, 176, RH
86, 80, 187, EH, 495, 218, 203, LH, 81, 187, LH, 86, 224, 192, RH, 85, 184, RH
87, 82, 195, EH, 127, 242, 209, RH, 84, 194, LH, 87, 226, 199, RH, 83, 194, EH
88, 85, 203, EH, 437, 238, 217, LH, 83, 200, EH, 12, 241, 216, EH, 84, 202, LH
89, 84, 211, EH, 544, 227, 227, RH, 88, 210, LH, 52, 246, 219, LH, 88, 208, RH
90, 86, 219, EH, 212, 224, 241, EH, 86, 220, LH, 380, 244, 225, EH, 86, 217, RH
91, 91, 227, EH, 493, 232, 245, EH, 87, 227, RH, 157, 243, 241, EH, 87, 227, LH
92, 89, 235, EH, 589, 241, 252, EH, 90, 238, LH, 248, 245, 244, EH, 90, 236, EH
93, 88, 243, EH, 134, 247, 257, LH, 89, 245, LH, 203, 252, 252, EH, 89, 246, EH
94, 90, 251, EH, 115, 245, 263, EH, 111, 252, LH, 94, 249, 266, EH, 107, 252, EH
95, 93, 259, EH, 420, 244, 273, EH, 102, 260, RH, 95, 254, 282, RH, 102, 258, RH
96, 92, 267, EH, 96, 252, 296, LH, 98, 277, EH, 470, 445, 296, RH, 96, 272, RH
97, 94, 275, EH, 195, 248, 305, EH, 94, 293, EH, 235, 382, 309, EH, 93, 290, RH
98, 111, 283, EH, 128, 253, 309, EMPTY, 93, 306, EH, 583, 314, 318, EH, 92, 309, LH
99, 103, 291, EH, 47, 383, 311, LH, 92, 323, EH, 556, 284, 342, RH, 94, 318, EH
100, 99, 299, EH, 88, 314, 321, EH, 96, 342, EH, 100, 272, 355, EH, 95, 326, EH
101, 97, 307, EH, 297, 285, 327, EH, 95, 358, EH, 62, 266, 371, RH, 100, 334, LH
102, 96, 315, EH, 87, 268, 339, EH, 97, 375, LH, 372, 256, 386, RH, 98, 342, EH
103, 98, 323, EH, 165, 258, 348, EH, 100, 385, EH, 516, 271, 390, EH, 97, 352, RH
104, 101, 331, EH, 404, 257, 354, EH, 99, 391, LH, 269, 270, 401, EH, 99, 359, RH
105, 100, 339, EH, 531, 263, 363, LH, 101, 400, LH, 473, 282, 410, RH, 101, 371, LH
106, 102, 347, EH, 276, 260, 371, RH, 105, 406, RH, 471, 283, 419, LH, 104, 379, EH
107, 107, 355, EH, 579, 275, 379, LH, 104, 418, EH, 429, 301, 427, RH, 103, 389, EH
108, 105, 363, EH, 308, 273, 387, LH, 103, 427, LH, 108, 296, 435, LH, 106, 406, LH
109, 104, 371, EH, 109, 306, 403, LH, 107, 435, EH, 109, 286, 441, EH, 105, 425, LH
110, 106, 379, EH, 152, 299, 418, LH, 106, 442, EH, 110, 297, 451, LH, 118, 439, EH
111, 109, 391, EH, 517, 296, 431, RH, 109, 451, LH, 398, 309, 459, EH, 112, 451, EH
112, 108, 407, EH, 112, 294, 454, EH, 108, 457, RH, 514, 306, 465, EH, 109, 459, RH
113, 110, 423, EH, 113, 305, 471, LH, 110, 466, RH, 79, 311, 476, EH, 108, 468, LH
114, 119, 439, EH, 278, 310, 487, EH, 118, 475, EH, 49, 350, 482, EH, 110, 476, EH
115, 115, 455, EH, 49, 309, 503, EH, 114, 483, EH, 288, 329, 491, EH, 111, 482, EH
116, 113, 471, EH, 116, 311, 519, RH, 112, 490, EH, 71, 318, 498, LH, 114, 489, EH
117, 112, 487, EH, 303, 351, 539, EH, 113, 498, RH, 36, 315, 506, LH, 113, 498, EH
118, 114, 503, EH, 213, 332, 551, RH, 116, 507, EH, 558, 328, 518, EH, 116, 506, EH
119, 117, 515, EH, 119, 323, 555, LH, 115, 514, RH, 330, 326, 531, EH, 115, 518, EH
120, 116, 523, EH, 442, 321, 563, EH, 117, 523, LH, 407, 342, 544, EH, 117, 531, EH
121, 118, 531, EH, 465, 320, 566, LH, 121, 530, LH, 525, 338, 551, EH, 123, 542, LH
122, 123, 539, EH, 451, 322, 583, EH, 120, 535, RH, 122, 337, 564, EH, 121, 551, EH
123, 121, 551, EH, 483, 327, 594, EH, 119, 545, EH, 460, 341, 572, EH, 120, 560, EH
124, 120, 567, EH, 185, 324, 16, RH, 123, 555, LH, 334, 346, 582, LH, 119, 570, LH
125, 122, 583, EH, 132, 329, 18, EH, 122, 565, RH, 125, 343, 592, EH, 122, 582, LH
126, 125, 595, RH, 449, 342, 34, EH, 125, 588, EH, 80, 349, 5, EH, 124, 594, EH
127, 124, 1, EH, 509, 339, 39, EH, 124, 1, EH, 214, 364, 22, EMPTY, 125, 1, LH
128, 126, 5, EH, 402, 338, 54, EH, 189, 5, EH, 128, 355, 26, EH, 188, 3, RH
129, 191, 9, EH, 293, 348, 58, EH, 159, 9, EH, 320, 352, 29, EH, 159, 7, RH
130, 159, 13, EH, 433, 349, 64, EH, 142, 12, RH, 383, 361, 46, EH, 145, 12, EH
131, 143, 17, EH, 545, 365, 80, EH, 131, 16, LH, 20, 363, 83, EH, 136, 16, EH
132, 135, 21, EH, 550, 358, 84, EH, 129, 18, EH, 132, 371, 92, EMPTY, 132, 20, RH
133, 131, 25, EH, 133, 354, 90, EH, 127, 21, EH, 133, 366, 99, EMPTY, 128, 24, RH
134, 129, 29, EH, 424, 352, 98, EMPTY, 128, 25, RH, 193, 370, 103, EH, 127, 27, EH
135, 128, 33, EH, 135, 363, 104, EH, 130, 30, RH, 210, 375, 112, EMPTY, 130, 30, EH
136, 130, 37, EH, 72, 361, 120, EH, 134, 35, RH, 190, 373, 121, EH, 129, 35, LH
137, 133, 41, EH, 412, 360, 122, EMPTY, 132, 38, EH, 532, 374, 124, EH, 131, 39, RH
138, 132, 45, EH, 138, 362, 129, EH, 133, 41, EH, 42, 376, 152, RH, 134, 45, LH
139, 134, 49, EH, 83, 364, 145, EH, 138, 47, LH, 201, 381, 163, EH, 133, 48, RH
140, 139, 53, EH, 399, 375, 147, EH, 136, 52, LH, 175, 413, 166, EMPTY, 135, 52, EH
141, 137, 57, EH, 235, 371, 158, EMPTY, 135, 56, EH, 576, 391, 168, EH, 141, 55, EH
142, 136, 61, EH, 464, 368, 161, EH, 137, 60, EH, 142, 389, 176, EMPTY, 138, 58, EH
143, 138, 65, EH, 395, 379, 166, EH, 140, 64, EH, 262, 386, 180, EH, 137, 62, EH
144, 141, 69, EH, 482, 376, 168, EMPTY, 139, 68, RH, 148, 384, 186, EH, 140, 67, EH
145, 140, 73, EH, 228, 378, 172, EH, 141, 73, EH, 33, 388, 194, EH, 139, 73, LH
146, 142, 77, EH, 63, 382, 177, EMPTY, 150, 77, EH, 146, 390, 198, EMPTY, 143, 78, EH
147, 151, 81, EH, 586, 511, 179, EH, 146, 80, RH, 56, 406, 205, EH, 142, 84, EMPTY
148, 147, 85, EH, 446, 445, 184, EH, 144, 84, LH, 552, 401, 215, EH, 144, 86, EH
149, 145, 89, EH, 11, 414, 196, EMPTY, 143, 86, RH, 521, 405, 218, EH, 152, 90, RH
150, 144, 93, EH, 512, 393, 200, EH, 145, 90, LH, 150, 410, 220, EMPTY, 149, 93, LH
151, 146, 97, EH, 326, 387, 210, LH, 148, 94, EH, 426, 408, 224, RH, 147, 100, RH
152, 149, 101, EH, 236, 385, 216, EH, 147, 100, EH, 533, 409, 226, EH, 146, 103, LH
153, 148, 105, EH, 498, 386, 218, RH, 149, 104, LH, 423, 411, 243, EMPTY, 148, 106, EH
154, 150, 109, EH, 21, 391, 224, EH, 153, 107, RH, 523, 431, 245, EH, 151, 109, LH
155, 155, 113, EH, 78, 389, 232, EH, 151, 112, RH, 74, 422, 249, EMPTY, 150, 114, RH
156, 153, 117, EH, 156, 388, 244, EH, 152, 116, EH, 156, 419, 254, EH, 156, 121, RH
157, 152, 121, EH, 157, 390, 248, EH, 155, 120, LH, 555, 421, 256, EH, 154, 124, LH
158, 154, 125, EH, 234, 392, 253, EMPTY, 154, 123, RH, 291, 427, 271, EH, 153, 128, RH
159, 157, 129, EH, 41, 403, 260, EMPTY, 157, 127, RH, 289, 424, 283, EH, 155, 134, RH
160, 156, 133, EH, 316, 401, 294, EH, 156, 130, EH, 279, 425, 286, EMPTY, 157, 138, EH
161, 158, 137, EH, 440, 400, 320, EH, 158, 132, RH, 538, 428, 297, EH, 158, 143, RH
162, 175, 141, EH, 559, 406, 322, EMPTY, 174, 138, EH, 490, 439, 306, EH, 173, 147, EH
163, 167, 145, EH, 211, 405, 324, EMPTY, 167, 144, EH, 336, 435, 311, EH, 167, 151, EH
164, 163, 149, EH, 477, 408, 329, EH, 162, 148, EH, 469, 434, 315, EH, 164, 154, LH
165, 161, 153, EH, 373, 422, 338, EH, 161, 151, RH, 221, 436, 328, EH, 162, 157, EH
166, 160, 157, EH, 33, 418, 349, EH, 160, 155, RH, 111, 441, 338, EH, 161, 162, RH
167, 162, 161, EH, 103, 417, 352, EH, 165, 161, LH, 593, 440, 346, EH, 160, 166, LH
168, 165, 165, EH, 419, 416, 361, EH, 163, 165, LH, 160, 510, 352, EH, 163, 168, LH
169, 164, 169, EH, 288, 421, 364, EH, 164, 169, EH, 331, 479, 361, EH, 166, 171, EH
170, 166, 173, EH, 254, 431, 368, EMPTY, 166, 172, RH, 379, 462, 366, LH, 165, 175, EH
171, 171, 177, EH, 347, 427, 376, EH, 171, 176, EH, 437, 457, 375, EMPTY, 169, 178, LH
172, 169, 181, EH, 328, 430, 382, EH, 169, 180, RH, 447, 451, 384, EH, 168, 183, RH
173, 168, 185, EH, 69, 439, 385, EH, 168, 185, EH, 456, 449, 388, EH, 171, 186, EH
174, 170, 189, EH, 256, 438, 391, EMPTY, 170, 188, EH, 174, 455, 405, EH, 170, 192, EH
175, 173, 193, EH, 372, 443, 401, EH, 172, 192, LH, 542, 459, 408, EH, 172, 196, LH
176, 172, 197, EH, 546, 479, 406, EMPTY, 173, 196, LH, 319, 458, 411, EH, 182, 201, RH
177, 174, 201, EH, 249, 463, 417, EH, 183, 199, LH, 259, 461, 421, EH, 176, 203, LH
178, 183, 205, EH, 261, 454, 421, EH, 178, 202, EH, 130, 468, 424, LH, 175, 206, EH
179, 179, 209, EH, 415, 452, 427, EH, 176, 207, EH, 344, 465, 428, EH, 174, 210, EH
180, 177, 213, EH, 574, 453, 439, EH, 175, 212, EH, 385, 464, 434, EH, 178, 215, RH
181, 176, 217, EH, 181, 457, 452, EH, 177, 217, EH, 237, 466, 436, EH, 177, 219, EH
182, 178, 221, EH, 455, 456, 457, EMPTY, 180, 221, RH, 527, 476, 440, RH, 180, 225, RH
183, 181, 225, EH, 505, 460, 468, EMPTY, 179, 225, EH, 539, 472, 449, RH, 179, 229, LH
184, 180, 229, EH, 222, 471, 473, EH, 181, 229, RH, 40, 478, 455, EH, 181, 234, EH
185, 182, 233, EH, 124, 468, 481, EH, 182, 235, EH, 507, 493, 458, EH, 184, 240, LH
186, 187, 237, EH, 325, 473, 490, EMPTY, 187, 240, EH, 367, 485, 461, EH, 183, 244, LH
187, 185, 241, EH, 99, 472, 501, EH, 185, 244, LH, 187, 482, 464, EMPTY, 186, 248, EH
188, 184, 245, EH, 521, 494, 507, EH, 184, 246, EH, 117, 480, 466, EH, 185, 251, LH
189, 186, 249, EH, 370, 487, 514, EH, 186, 249, RH, 138, 483, 472, RH, 187, 254, LH
190, 189, 253, EH, 9, 481, 520, EMPTY, 188, 253, RH, 275, 491, 478, EH, 222, 256, LH
191, 188, 257, EH, 101, 480, 537, RH, 223, 258, LH, 415, 489, 480, EMPTY, 204, 262, RH
192, 190, 261, EH, 425, 485, 541, EH, 204, 263, RH, 312, 503, 483, EH, 199, 270, EH
193, 223, 265, EH, 307, 490, 547, RH, 197, 273, LH, 208, 498, 489, RH, 194, 278, LH
194, 207, 269, EH, 274, 488, 554, LH, 194, 280, RH, 298, 496, 496, EH, 192, 288, EH
195, 199, 273, EH, 272, 492, 556, LH, 192, 289, EH, 561, 495, 499, EH, 190, 296, LH
196, 195, 277, EH, 48, 503, 560, EH, 190, 296, EH, 264, 499, 504, EH, 189, 306, EH
197, 193, 281, EH, 518, 501, 564, LH, 191, 302, EH, 197, 506, 509, EH, 191, 311, LH
198, 192, 285, EH, 533, 499, 572, EH, 193, 310, EH, 474, 504, 513, EMPTY, 193, 316, RH
199, 194, 289, EH, 199, 502, 577, RH, 196, 320, LH, 442, 509, 519, EH, 196, 320, EH
200, 197, 293, EH, 190, 507, 585, EH, 195, 327, RH, 189, 557, 528, EH, 195, 324, EH
201, 196, 297, EH, 0, 504, 593, RH, 200, 338, LH, 598, 537, 535, EH, 198, 327, EH
202, 198, 301, EH, 330, 508, 599, EH, 199, 348, LH, 131, 524, 549, EH, 197, 331, RH
203, 203, 305, EH, 52, 510, 160, EH, 198, 354, EH, 212, 518, 553, EH, 202, 336, RH
204, 201, 309, EH, 219, 557, 170, LH, 202, 361, EH, 581, 513, 562, EH, 201, 340, LH
205, 200, 313, EH, 61, 543, 360, EH, 201, 369, RH, 378, 519, 568, EH, 200, 346, LH
206, 202, 317, EH, 206, 525, 362, EH, 203, 379, EH, 397, 531, 571, EH, 203, 351, EH
207, 205, 321, EH, 497, 519, 378, EH, 214, 384, EH, 304, 528, 579, EH, 213, 354, EH
208, 204, 325, EH, 198, 514, 386, RH, 210, 386, EH, 209, 530, 584, EH, 208, 358, EH
209, 206, 329, EH, 281, 513, 389, LH, 207, 389, EH, 290, 535, 589, EH, 206, 361, LH
210, 215, 333, EH, 44, 520, 392, EH, 206, 392, EH, 66, 534, 597, EMPTY, 205, 368, RH
211, 211, 337, EH, 515, 539, 400, EH, 205, 397, EH, 417, 536, 101, LH, 207, 373, EH
212, 209, 341, EH, 233, 537, 405, EH, 209, 401, RH, 577, 545, 177, EH, 210, 377, EH
213, 208, 345, EH, 467, 530, 408, EH, 208, 405, LH, 293, 544, 270, EH, 209, 380, EH
214, 210, 349, EH, 459, 538, 416, EMPTY, 212, 410, EH, 63, 551, 326, EH, 212, 386, RH
215, 213, 353, EH, 343, 541, 430, EH, 211, 416, EH, 179, 549, 337, EH, 211, 393, EH
216, 212, 357, EH, 22, 540, 438, EH, 213, 420, EH, 278, 553, 341, EH, 217, 401, EH
217, 214, 361, EH, 137, 542, 443, EH, 220, 425, LH, 511, 573, 343, RH, 215, 410, EH
218, 219, 365, EH, 32, 552, 453, EH, 217, 429, EH, 51, 570, 349, EH, 214, 419, EH
219, 217, 369, EH, 20, 551, 456, EMPTY, 216, 433, EH, 404, 564, 363, EH, 216, 427, EH
220, 216, 373, EH, 346, 547, 460, EH, 215, 437, EH, 340, 562, 370, EH, 219, 435, RH
221, 218, 377, EH, 25, 555, 472, LH, 218, 440, RH, 75, 560, 373, EH, 218, 441, EH
222, 221, 381, EH, 486, 554, 480, RH, 219, 443, RH, 512, 563, 376, LH, 220, 447, RH
223, 220, 387, EH, 441, 556, 485, EH, 221, 449, LH, 207, 568, 409, EH, 221, 455, RH
224, 222, 395, EH, 250, 575, 488, EH, 222, 452, RH, 229, 566, 425, EMPTY, 242, 458, LH
225, 239, 403, EH, 549, 565, 492, EH, 242, 456, LH, 351, 572, 495, EH, 231, 461, EH
226, 231, 411, EH, 163, 563, 499, EMPTY, 232, 460, EH, 200, 571, 530, RH, 227, 465, LH
227, 227, 419, EH, 435, 560, 502, EMPTY, 227, 465, LH, 240, 588, 534, RH, 225, 470, EH
228, 225, 427, EH, 60, 564, 504, EH, 225, 468, RH, 76, 582, 536, EH, 224, 474, EH
229, 224, 435, EH, 74, 566, 508, EH, 224, 473, EH, 492, 579, 560, EMPTY, 223, 478, EH
230, 226, 443, EH, 230, 572, 513, EH, 226, 477, EH, 554, 578, 563, EH, 226, 480, LH
231, 229, 451, EH, 410, 591, 530, EMPTY, 229, 481, EH, 416, 580, 566, EMPTY, 229, 483, RH
232, 228, 459, EH, 59, 583, 538, EH, 228, 485, EH, 154, 584, 578, EH, 228, 487, RH
233, 230, 467, EH, 264, 577, 540, EMPTY, 230, 488, RH, 233, 586, 580, EH, 230, 491, EH
234, 235, 475, EH, 532, 576, 542, EH, 231, 492, EH, 11, 592, 586, EMPTY, 236, 495, EH
235, 233, 483, EH, 334, 585, 576, EH, 238, 496, EH, 567, 589, 591, EH, 234, 500, RH
236, 232, 491, EH, 436, 588, 588, EH, 235, 501, LH, 418, 591, 595, EMPTY, 232, 504, RH
237, 234, 499, EH, 500, 594, 388, EH, 234, 505, EH, 181, 597, 599, EH, 233, 508, RH
238, 237, 507, EH, 287, 593, 390, EMPTY, 233, 509, EH, 238, 595, 374, EH, 235, 514, EH
239, 236, 513, EH, 587, 599, 510, EH, 236, 513, LH, 299, 599, 381, EH, 240, 521, EH
240, 238, 517, EH, 581, None, None, EH, 237, 517, LH, 227, None, None, EH, 238, 528, EH
241, 247, 521, EH, 522, None, None, EH, 240, 521, EH, 453, None, None, EMPTY, 237, 535, EH
242, 243, 525, EH, 175, None, None, EMPTY, 239, 524, EH, 448, None, None, EH, 239, 539, LH
243, 241, 529, EH, 243, None, None, EMPTY, 241, 528, LH, 98, None, None, EMPTY, 241, 543, RH
244, 240, 533, EH, 374, None, None, EH, 247, 531, RH, 420, None, None, EH, 249, 547, RH
245, 242, 537, EH, 474, None, None, EH, 245, 534, EH, 129, None, None, RH, 246, 553, RH
246, 245, 541, EH, 380, None, None, EH, 244, 537, EH, 158, None, None, RH, 244, 559, RH
247, 244, 547, EH, 237, None, None, EMPTY, 243, 543, LH, 247, None, None, EMPTY, 243, 562, LH
248, 246, 555, EH, 398, None, None, EH, 246, 548, EH, 211, None, None, EH, 245, 566, EH
249, 251, 563, EH, 192, None, None, EH, 252, 554, LH, 486, None, None, EMPTY, 248, 572, RH
250, 249, 571, EH, 229, None, None, EH, 249, 556, EH, 250, None, None, EH, 247, 579, LH
251, 248, 579, EH, 251, None, None, EH, 248, 561, EH, 574, None, None, EH, 252, 586, LH
252, 250, 587, EH, 506, None, None, EMPTY, 250, 570, EH, 257, None, None, EMPTY, 251, 592, LH
253, 253, 593, EH, 143, None, None, EH, 251, 583, EH, 44, None, None, EMPTY, 250, 597, LH
254, 252, 597, RH, 573, None, None, EH, 253, 594, EH, 333, None, None, EH, 254, 0, EH
255, 254, 0, EH, 596, None, None, EH, 254, 0, EH, 463, None, None, EH, 253, 4, EH
256, 383, 2, EH, 450, None, None, EH, 445, 2, EH, 477, None, None, EH, 445, 6, EMPTY
257, 319, 4, EH, 428, None, None, EH, 383, 4, EH, 335, None, None, EH, 350, 8, EMPTY
