add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
43, 41, 49, EH, 52, None, None, EH, 54, 39, LH, 37, None, None, EH, 62, 37, EH
44, 40, 53, EH, 44, None, None, EMPTY, 49, 45, EH, 67, None, None, EMPTY, 53, 40, EH
45, 42, 57, EH, 7, None, None, EH, 45, 51, RH, 13, None, None, EH, 46, 44, EH
46, 45, 61, EH, 46, None, None, EMPTY, 43, 56, RH, 36, None, None, EMPTY, 44, 49, EH
47, 44, 64, EH, 47, None, None, EH, 42, 60, EH, 47, None, None, EMPTY, 43, 55, LH
48, 46, 66, EH, 48, None, None, EMPTY, 44, 64, RH, 48, None, None, EH, 42, 60, EH
49, 55, 68, EH, 83, None, None, None, 47, 67, LH, 76, None, None, None, 45, 64, RH
50, 51, 70, EH, 79, None, None, None, 46, 71, EH, 50, None, None, None, 49, 66, RH
51, 49, 72, EH, 29, None, None, None, 48, 75, EH, 3, None, None, None, 48, 70, LH
52, 48, 74, EH, 4, None, None, None, 51, 81, LH, 19, None, None, None, 47, 73, RH
53, 50, 76, EH, 90, None, None, None, 50, 88, LH, 5, None, None, None, 51, 78, EH
54, 53, 78, EH, 85, None, None, None, 53, 93, EH, 55, None, None, None, 50, 81, RH
55, 52, 80, EH, 19, None, None, None, 52, 97, EH, 74, None, None, None, 52, 85, LH
56, 54, 82, EH, 70, None, None, None, 57, 2, EH, 56, None, None, None, 59, 89, RH
57, 59, 84, EH, 86, None, None, None, 56, 4, EH, 4, None, None, None, 55, 92, EH
58, 57, 86, EH, 2, None, None, None, 55, 19, RH, 58, None, None, None, 54, 96, EH
59, 56, 89, EH, 26, None, None, None, 60, 21, EH, 42, None, None, None, 57, 99, EH
60, 58, 93, EH, None, None, None, None, 59, 26, EH, None, None, None, None, 56, 0, EMPTY
61, 61, 96, EH, None, None, None, None, 58, 29, EH, None, None, None, None, 58, 2, LH
62, 60, 98, RH, None, None, None, None, 61, 31, EH, None, None, None, None, 60, 4, LH
63, 62, 0, EH, None, None, None, None, 62, 37, EMPTY, None, None, None, None, 61, 6, EH
64, 79, 2, EH, None, None, None, None, 77, 40, EH, None, None, None, None, 68, 13, EH
65, 71, 4, EH, None, None, None, None, 68, 43, EMPTY, None, None, None, None, 65, 24, EH
66, 67, 6, EH, None, None, None, None, 65, 47, EH, None, None, None, None, 64, 28, EH
67, 65, 8, EH, None, None, None, None, 64, 50, EH, None, None, None, None, 63, 30, EH
68, 64, 10, EH, None, None, None, None, 67, 53, EMPTY, None, None, None, None, 66, 32, EMPTY
69, 66, 12, EH, None, None, None, None, 66, 55, EMPTY, None, None, None, None, 67, 34, EMPTY
70, 69, 14, EH, None, None, None, None, 73, 59, EH, None, None, None, None, 72, 36, EH
71, 68, 16, EH, None, None, None, None, 71, 61, EMPTY, None, None, None, None, 70, 38, EH
72, 70, 18, EH, None, None, None, None, 69, 66, EH, None, None, None, None, 69, 43, EH
73, 75, 20, EH, None, None, None, None, 70, 69, EH, None, None, None, None, 71, 45, EH
74, 73, 22, EH, None, None, None, None, 72, 72, EH, None, None, None, None, 73, 48, EH
75, 72, 24, EH, None, None, None, None, 75, 74, EH, None, None, None, None, 74, 51, EH
76, 74, 26, EH, None, None, None, None, 74, 76, LH, None, None, None, None, 91, 54, EH
77, 77, 28, EH, None, None, None, None, 76, 79, EH, None, None, None, None, 83, 57, LH
78, 76, 30, EH, None, None, None, None, 91, 82, EMPTY, None, None, None, None, 80, 61, EH
79, 78, 32, EH, None, None, None, None, 84, 86, LH, None, None, None, None, 78, 63, LH
80, 87, 34, EH, None, None, None, None, 81, 89, RH, None, None, None, None, 77, 67, EH
81, 83, 36, EH, None, None, None, None, 79, 92, EH, None, None, None, None, 76, 69, EH
82, 81, 38, EH, None, None, None, None, 78, 94, EMPTY, None, None, None, None, 79, 71, EH
83, 80, 40, EH, None, None, None, None, 80, 96, RH, None, None, None, None, 81, 74, EMPTY
84, 82, 42, EH, None, None, None, None, 82, 98, EH, None, None, None, None, 82, 77, EH
85, 85, 44, EH, None, None, None, None, 83, 42, EH, None, None, None, None, 87, 79, EH
86, 84, 46, EH, None, None, None, None, 88, 44, EH, None, None, None, None, 85, 82, EMPTY
87, 86, 48, EH, None, None, None, None, 86, 46, EH, None, None, None, None, 84, 84, EMPTY
88, 95, 50, EH, None, None, None, None, 85, 48, RH, None, None, None, None, 86, 86, EH
89, 91, 52, EH, None, None, None, None, 87, 52, EH, None, None, None, None, 89, 88, EH
90, 89, 54, EH, None, None, None, None, 89, 58, RH, None, None, None, None, 88, 90, EH
91, 88, 56, EH, None, None, None, None, 90, 62, EH, None, None, None, None, 90, 95, EMPTY
92, 90, 58, EH, None, None, None, None, 95, 70, EH, None, None, None, None, 94, 98, EH
93, 93, 60, EH, None, None, None, None, 93, 78, EH, None, None, None, None, 93, 42, LH
94, 92, 62, EH, None, None, None, None, 92, 80, RH, None, None, None, None, 92, 47, EH
95, 94, 88, EH, None, None, None, None, 94, 83, EH, None, None, None, None, 97, 50, EMPTY
96, 97, 90, EH, None, None, None, None, 97, 85, EH, None, None, None, None, 96, 52, EH
97, 96, 92, EH, None, None, None, None, 96, 87, EH, None, None, None, None, 95, 56, EH
98, 98, 94, EH, None, None, None, None, 98, 90, EH, None, None, None, None, 99, 58, EH
99, 99, 99, EMPTY, None, None, None, None, 99, 99, EH, None, None, None, None, 98, 76, EH
None, None, None, EH, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, None
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, None
