add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
75, 68, 199, EH, 291, 200, 203, LH, 72, 197, RH, 772, 227, 195, EH, 78, 198, EH
76, 70, 215, EH, 610, 197, 215, EH, 70, 215, EH, 77, 225, 213, LH, 73, 213, RH
77, 75, 231, EH, 536, 202, 230, LH, 69, 230, RH, 268, 224, 229, EH, 71, 229, RH
78, 73, 247, EH, 78, 205, 246, RH, 71, 246, RH, 376, 228, 243, EH, 72, 247, RH
79, 72, 263, EH, 92, 215, 263, EH, 74, 263, EH, 125, 232, 259, EH, 75, 259, EH
80, 74, 279, EH, 713, 213, 283, LH, 73, 281, LH, 425, 231, 270, LH, 74, 269, EH
81, 77, 295, EH, 232, 211, 293, EH, 75, 293, EH, 81, 236, 293, EH, 77, 283, RH
82, 76, 311, EH, 704, 214, 305, RH, 77, 311, LH, 82, 238, 309, RH, 76, 304, EH
83, 78, 327, EH, 615, 220, 327, RH, 78, 322, EH, 413, 243, 322, RH, 81, 322, LH
84, 87, 343, EH, 451, 222, 338, EH, 87, 335, EH, 744, 241, 335, EH, 80, 335, EH
85, 83, 359, EH, 392, 239, 358, LH, 84, 358, LH, 80, 240, 358, RH, 79, 358, LH
86, 81, 375, EH, 86, 230, 378, EH, 82, 373, RH, 84, 247, 373, EH, 82, 373, EH
87, 80, 391, EH, 692, 227, 397, LH, 81, 391, LH, 203, 252, 391, EH, 109, 391, EH
88, 82, 407, EH, 349, 225, 411, RH, 80, 405, EH, 343, 383, 403, LH, 100, 403, RH
89, 85, 423, EH, 616, 226, 421, EH, 83, 421, LH, 348, 314, 422, EH, 93, 416, RH
90, 84, 439, EH, 90, 229, 442, LH, 86, 431, RH, 188, 276, 427, LH, 87, 428, EH
91, 86, 455, EH, 145, 237, 459, EH, 85, 453, LH, 91, 263, 433, EH, 85, 440, EH
92, 91, 471, EH, 830, 238, 468, EH, 90, 465, EH, 470, 259, 438, LH, 84, 459, EH
93, 89, 487, EH, 727, 246, 485, RH, 89, 485, EH, 386, 258, 459, EH, 86, 477, RH
94, 88, 503, EH, 583, 243, 506, EH, 88, 501, RH, 521, 261, 487, LH, 90, 496, EH
95, 90, 519, EH, 29, 251, 521, LH, 92, 514, RH, 204, 270, 514, EH, 88, 510, EH
96, 93, 535, EH, 733, 249, 533, LH, 91, 530, EH, 482, 267, 527, EH, 89, 519, EH
97, 92, 551, EH, 218, 252, 547, RH, 93, 543, RH, 474, 265, 539, EH, 91, 527, EH
98, 94, 567, EH, 98, 383, 567, EH, 111, 567, EH, 187, 269, 548, LH, 92, 532, RH
99, 111, 583, EH, 474, 316, 581, RH, 101, 585, LH, 786, 273, 556, EH, 96, 539, EH
100, 103, 599, EH, 100, 287, 599, LH, 97, 599, EH, 75, 304, 562, EH, 94, 547, EH
101, 99, 615, EH, 303, 271, 614, RH, 96, 614, LH, 101, 293, 565, LH, 95, 556, EH
102, 97, 631, EH, 517, 263, 630, LH, 95, 630, LH, 615, 288, 572, EH, 98, 570, EH
103, 96, 647, EH, 103, 259, 646, EH, 99, 641, RH, 260, 296, 581, RH, 97, 585, EH
104, 98, 663, EH, 492, 257, 663, LH, 98, 650, RH, 320, 309, 591, EH, 99, 601, RH
105, 101, 679, EH, 233, 269, 676, EH, 100, 659, EH, 466, 307, 613, EH, 103, 613, RH
106, 100, 695, EH, 832, 270, 694, EH, 107, 667, EH, 106, 310, 629, RH, 102, 629, EH
107, 102, 711, EH, 360, 283, 711, EH, 104, 673, EH, 899, 313, 646, RH, 101, 646, EH
108, 107, 727, EH, 108, 281, 724, RH, 103, 679, EH, 119, 345, 662, RH, 105, 662, RH
109, 105, 743, EH, 891, 282, 741, EH, 102, 690, LH, 847, 327, 675, LH, 104, 678, EH
110, 104, 759, EH, 9, 284, 756, EH, 106, 699, LH, 88, 322, 687, RH, 107, 696, LH
111, 106, 771, EH, 274, 300, 775, LH, 105, 706, RH, 720, 319, 711, LH, 106, 711, EH
112, 109, 779, EH, 799, 293, 778, RH, 109, 715, EH, 201, 324, 727, LH, 108, 727, EH
113, 108, 787, EH, 113, 290, 791, LH, 108, 724, LH, 566, 323, 745, LH, 118, 739, RH
114, 110, 795, EH, 167, 288, 795, EH, 110, 731, EH, 732, 335, 758, EH, 112, 751, RH
115, 119, 803, EH, 250, 292, 801, RH, 119, 738, EH, 365, 330, 771, EH, 110, 774, EH
116, 115, 811, EH, 657, 294, 811, EH, 115, 746, EH, 741, 329, 788, EH, 111, 788, EH
117, 113, 819, EH, 490, 296, 816, RH, 113, 753, RH, 59, 333, 803, EH, 116, 803, EH
118, 112, 827, EH, 61, 305, 826, EH, 112, 762, EH, 483, 339, 818, RH, 114, 818, RH
119, 114, 835, EH, 484, 304, 835, LH, 114, 777, LH, 513, 342, 832, RH, 113, 832, EH
120, 117, 843, EH, 314, 309, 841, RH, 117, 788, EH, 793, 364, 839, RH, 115, 839, EH
121, 116, 851, EH, 453, 313, 850, LH, 116, 807, LH, 121, 358, 851, EH, 117, 848, EH
122, 118, 859, EH, 825, 345, 859, RH, 118, 823, EH, 598, 354, 858, EH, 122, 858, LH
123, 123, 867, EH, 695, 335, 866, EH, 124, 839, LH, 681, 361, 873, EH, 120, 869, LH
124, 121, 875, EH, 164, 327, 873, RH, 122, 855, LH, 215, 363, 884, RH, 119, 877, LH
125, 120, 883, EH, 773, 323, 887, RH, 120, 871, LH, 820, 373, 893, LH, 121, 884, EH
126, 122, 895, EH, 820, 329, 894, RH, 121, 890, EH, 610, 371, 898, LH, 125, 894, RH
127, 125, 3, EH, 286, 334, 1, RH, 123, 3, RH, 716, 368, 3, EH, 124, 2, LH
128, 124, 11, EH, 340, 338, 14, EH, 125, 12, EH, 656, 370, 12, EH, 123, 6, RH
129, 126, 19, EH, 884, 337, 18, EH, 126, 18, EH, 129, 372, 19, RH, 126, 12, EH
130, 191, 27, EH, 570, 341, 26, EH, 191, 25, LH, 130, 378, 25, EH, 190, 22, EH
131, 159, 35, EH, 295, 366, 35, EH, 167, 30, RH, 131, 377, 32, LH, 165, 31, EH
132, 143, 43, EH, 428, 358, 45, LH, 149, 40, EH, 132, 380, 41, EH, 147, 37, LH
133, 135, 51, EH, 51, 352, 49, EH, 138, 51, RH, 214, 382, 51, EH, 138, 43, EH
134, 131, 59, EH, 634, 357, 59, LH, 135, 60, EH, 79, 431, 54, EH, 131, 53, LH
135, 129, 67, EH, 129, 362, 64, EH, 131, 66, LH, 570, 412, 69, EMPTY, 129, 59, EH
136, 128, 75, EH, 387, 378, 67, EH, 129, 76, LH, 326, 396, 87, EH, 128, 66, EH
137, 130, 83, EH, 739, 373, 76, RH, 128, 84, LH, 544, 391, 96, LH, 130, 73, RH
138, 133, 91, EH, 491, 371, 84, EH, 130, 90, EH, 496, 385, 104, EH, 135, 81, LH
139, 132, 99, EH, 265, 377, 97, EH, 133, 97, EH, 369, 384, 108, LH, 133, 93, LH
140, 134, 107, EH, 556, 380, 107, RH, 132, 107, LH, 821, 390, 115, EH, 132, 103, RH
141, 139, 115, EH, 438, 382, 117, LH, 134, 115, EH, 141, 394, 126, EH, 134, 112, RH
142, 137, 123, EH, 190, 444, 120, RH, 137, 124, LH, 49, 393, 128, EH, 136, 122, RH
143, 136, 131, EH, 784, 414, 132, LH, 136, 135, LH, 146, 403, 140, RH, 137, 131, RH
144, 138, 139, EH, 831, 403, 138, RH, 143, 143, EH, 387, 400, 150, LH, 141, 141, RH
145, 141, 147, EH, 91, 397, 148, EMPTY, 141, 153, LH, 439, 398, 158, EH, 140, 150, RH
146, 140, 155, EH, 817, 391, 153, EH, 140, 162, EH, 778, 401, 168, EH, 139, 158, RH
147, 142, 163, EH, 193, 388, 156, RH, 139, 172, LH, 875, 404, 172, EH, 145, 167, LH
148, 151, 171, EH, 17, 396, 166, RH, 142, 179, EH, 599, 424, 179, EH, 143, 171, LH
149, 147, 179, EH, 626, 400, 182, RH, 147, 183, RH, 220, 422, 185, RH, 142, 178, LH
150, 145, 187, EH, 888, 411, 200, LH, 145, 187, RH, 110, 416, 194, EH, 144, 187, LH
151, 144, 195, EH, 501, 413, 205, EH, 144, 193, RH, 789, 423, 196, EH, 146, 195, LH
152, 146, 203, EH, 659, 437, 213, EH, 146, 202, LH, 587, 427, 210, EH, 155, 203, LH
153, 149, 211, EH, 827, 421, 220, EH, 148, 211, LH, 287, 426, 217, RH, 150, 210, EH
154, 148, 219, EH, 523, 417, 227, RH, 155, 220, LH, 576, 440, 227, EH, 149, 218, LH
155, 150, 227, EH, 248, 431, 237, LH, 153, 227, EH, 574, 434, 232, LH, 148, 225, EH
156, 155, 235, EH, 85, 442, 243, RH, 151, 233, RH, 62, 433, 241, RH, 153, 235, LH
157, 153, 243, EH, 157, 441, 251, EH, 150, 242, EH, 710, 438, 247, LH, 151, 243, EH
158, 152, 251, EH, 797, 472, 259, EH, 152, 249, RH, 151, 436, 258, RH, 152, 252, LH
159, 154, 259, EH, 875, 463, 269, LH, 154, 259, EH, 707, 471, 261, EH, 154, 257, EH
160, 157, 267, EH, 559, 459, 281, RH, 162, 267, EH, 849, 459, 267, EH, 158, 261, EH
161, 156, 275, EH, 604, 454, 284, RH, 159, 275, RH, 644, 452, 273, EH, 156, 267, LH
162, 158, 283, EH, 28, 450, 290, EH, 157, 283, RH, 600, 449, 288, EH, 157, 273, EH
163, 175, 291, EH, 163, 461, 294, EH, 156, 290, EH, 360, 454, 296, EH, 162, 280, EH
164, 167, 299, EH, 475, 460, 304, RH, 158, 297, EH, 164, 467, 307, EH, 160, 287, RH
165, 163, 307, EH, 539, 468, 309, EH, 161, 305, EH, 246, 464, 310, EH, 159, 299, EH
166, 161, 315, EH, 781, 467, 323, RH, 160, 314, LH, 442, 487, 319, RH, 161, 309, EH
167, 160, 323, EH, 195, 464, 329, EH, 164, 319, EH, 167, 485, 324, EH, 164, 319, LH
168, 162, 331, EH, 168, 471, 337, RH, 163, 325, LH, 777, 473, 330, LH, 163, 324, RH
169, 165, 339, EH, 169, 470, 341, EH, 166, 330, RH, 169, 497, 339, EH, 173, 332, LH
170, 164, 347, EH, 760, 494, 352, EH, 165, 341, LH, 503, 701, 354, RH, 168, 342, LH
171, 166, 355, EH, 171, 485, 362, RH, 182, 351, EH, 39, 575, 361, EH, 167, 351, EH
172, 171, 363, EH, 557, 481, 373, EH, 175, 362, EH, 135, 551, 371, RH, 166, 361, EH
173, 169, 371, EH, 173, 486, 380, EH, 172, 369, EH, 432, 536, 378, LH, 171, 370, LH
174, 168, 379, EH, 48, 493, 391, RH, 169, 378, EH, 107, 524, 385, RH, 169, 378, EH
175, 170, 387, EH, 520, 506, 400, EH, 168, 386, RH, 352, 514, 394, EH, 170, 387, EH
176, 173, 395, EH, 455, 499, 413, EH, 171, 393, RH, 74, 510, 400, LH, 172, 393, RH
177, 172, 403, EH, 319, 507, 417, EMPTY, 170, 400, RH, 494, 512, 404, EH, 182, 400, EH
178, 174, 411, EH, 734, 767, 431, EH, 173, 409, RH, 694, 519, 416, EH, 178, 407, RH
179, 183, 419, EH, 179, 637, 441, EH, 174, 417, EH, 248, 516, 423, EH, 176, 414, EH
180, 179, 427, EH, 180, 575, 454, EH, 179, 422, RH, 337, 522, 426, EH, 174, 420, EH
181, 177, 435, EH, 508, 543, 461, EH, 177, 428, EH, 780, 527, 436, EH, 175, 426, EH
182, 176, 443, EH, 698, 524, 467, EMPTY, 176, 438, EH, 787, 526, 452, EMPTY, 177, 429, RH
183, 178, 451, EH, 677, 521, 471, LH, 178, 448, RH, 183, 525, 467, EH, 180, 434, RH
184, 181, 459, EH, 681, 519, 481, LH, 181, 455, RH, 184, 534, 485, EMPTY, 179, 445, LH
185, 180, 467, EH, 65, 533, 486, LH, 180, 463, LH, 690, 535, 497, EH, 181, 452, RH
186, 182, 475, EH, 277, 530, 499, LH, 185, 468, EH, 867, 543, 510, LH, 187, 465, EH
187, 187, 483, EH, 198, 532, 507, EH, 183, 480, EH, 98, 539, 519, LH, 184, 473, RH
188, 185, 491, EH, 112, 541, 519, RH, 184, 490, LH, 492, 538, 526, EH, 183, 483, LH
189, 184, 499, EH, 130, 554, 530, EH, 187, 498, EH, 586, 542, 534, RH, 185, 492, LH
190, 186, 507, EH, 742, 547, 541, EH, 186, 506, LH, 189, 548, 538, EH, 186, 501, EH
191, 189, 515, EH, 548, 545, 545, EH, 189, 512, LH, 72, 547, 542, LH, 188, 509, LH
192, 188, 523, EH, 192, 551, 551, EMPTY, 188, 521, LH, 192, 563, 547, RH, 189, 512, EH
193, 190, 531, EH, 310, 549, 563, RH, 190, 528, LH, 325, 561, 555, EH, 222, 516, RH
194, 223, 539, EH, 439, 553, 569, EH, 223, 533, EH, 37, 556, 558, EH, 206, 522, LH
195, 207, 547, EH, 436, 567, 576, EH, 206, 539, EH, 428, 555, 564, EH, 198, 526, LH
196, 199, 555, EH, 196, 563, 587, EH, 197, 551, LH, 145, 558, 571, EMPTY, 195, 528, RH
197, 195, 563, EH, 52, 561, 595, LH, 193, 561, EH, 30, 562, 573, EH, 193, 531, EH
198, 193, 571, EH, 54, 560, 602, RH, 192, 570, RH, 198, 567, 577, EH, 192, 534, EH
199, 192, 579, EH, 199, 562, 609, RH, 195, 581, LH, 199, 565, 583, EH, 191, 538, LH
200, 194, 587, EH, 732, 565, 619, EH, 194, 587, RH, 200, 564, 589, EMPTY, 194, 541, EH
201, 197, 595, EH, 140, 569, 627, LH, 196, 595, EH, 112, 572, 593, EH, 196, 545, EH
202, 196, 603, EH, 374, 568, 633, LH, 202, 602, EH, 715, 571, 611, EH, 197, 549, EH
203, 198, 611, EH, 665, 573, 641, EH, 200, 609, RH, 315, 573, 616, EH, 203, 554, LH
204, 203, 619, EH, 285, 574, 650, EH, 198, 617, LH, 627, 637, 622, EH, 200, 559, EH
205, 201, 627, EH, 186, 605, 661, RH, 199, 623, RH, 218, 595, 632, EH, 199, 567, EH
206, 200, 635, EH, 72, 591, 668, EH, 201, 633, EH, 271, 585, 641, EH, 201, 572, RH
207, 202, 643, EH, 207, 581, 675, RH, 204, 639, EH, 64, 581, 652, EH, 202, 581, LH
208, 205, 651, EH, 312, 576, 679, RH, 203, 643, RH, 300, 577, 660, RH, 205, 591, LH
209, 204, 659, EH, 125, 579, 691, RH, 205, 648, EH, 302, 583, 667, EH, 204, 599, LH
210, 206, 667, EH, 81, 587, 700, EH, 215, 653, LH, 545, 582, 672, RH, 213, 604, RH
211, 215, 675, EH, 122, 585, 708, LH, 211, 657, EH, 262, 584, 677, EH, 210, 611, EH
212, 211, 683, EH, 697, 586, 716, EH, 209, 661, EH, 864, 591, 686, EH, 208, 616, LH
213, 209, 691, EH, 93, 589, 720, LH, 207, 665, EH, 160, 589, 698, RH, 207, 622, RH
214, 208, 699, EH, 764, 590, 728, EH, 208, 668, RH, 484, 593, 706, EH, 209, 632, RH
215, 210, 707, EH, 375, 599, 738, EH, 210, 672, LH, 554, 618, 717, LH, 211, 643, LH
216, 213, 715, EH, 136, 595, 746, LH, 213, 675, LH, 532, 613, 724, EH, 212, 652, LH
217, 212, 723, EH, 513, 593, 753, EH, 212, 678, LH, 628, 611, 733, LH, 218, 658, EH
218, 214, 731, EH, 342, 594, 762, RH, 214, 681, EH, 50, 609, 739, EH, 215, 667, LH
219, 219, 739, EH, 770, 598, 774, EH, 220, 686, EH, 219, 612, 748, LH, 214, 675, LH
220, 217, 747, EH, 660, 602, 780, EH, 218, 692, EH, 85, 616, 756, EH, 217, 682, RH
221, 216, 755, EH, 542, 600, 788, RH, 216, 696, RH, 221, 617, 762, LH, 216, 690, RH
222, 218, 763, EH, 631, 623, 803, RH, 217, 700, RH, 157, 629, 769, EH, 220, 698, RH
223, 221, 769, EH, 328, 614, 809, EH, 219, 704, EH, 498, 622, 774, EH, 219, 706, EH
224, 220, 773, EH, 224, 609, 813, EMPTY, 222, 708, RH, 781, 620, 784, EH, 221, 716, LH
225, 222, 777, EH, 393, 608, 821, EMPTY, 221, 713, EH, 331, 624, 792, EH, 239, 724, LH
226, 239, 781, EH, 718, 611, 824, EH, 239, 717, EH, 283, 632, 798, RH, 229, 732, LH
227, 231, 785, EH, 489, 619, 828, EH, 230, 721, RH, 810, 631, 805, RH, 225, 737, EH
228, 227, 789, EH, 658, 617, 833, EMPTY, 227, 726, EH, 679, 634, 816, RH, 224, 743, LH
229, 225, 793, EH, 354, 618, 837, EMPTY, 225, 730, LH, 397, 636, 824, EH, 223, 748, EH
230, 224, 797, EH, 514, 621, 840, EH, 224, 733, EH, 493, 670, 833, LH, 227, 758, EH
231, 226, 801, EH, 538, 620, 843, LH, 226, 737, LH, 63, 655, 836, RH, 226, 771, LH
232, 229, 805, EH, 721, 622, 849, LH, 229, 740, LH, 111, 646, 841, EH, 228, 777, RH
233, 228, 809, EH, 6, 630, 854, EMPTY, 228, 744, LH, 285, 641, 848, EH, 235, 784, RH
234, 230, 813, EH, 234, 627, 858, EH, 233, 749, LH, 234, 638, 852, RH, 232, 792, EH
235, 235, 817, EH, 235, 628, 861, EH, 232, 752, EH, 45, 643, 857, EMPTY, 231, 800, LH
236, 233, 821, EH, 236, 633, 865, EH, 231, 755, LH, 116, 652, 859, EH, 230, 808, LH
237, 232, 825, EH, 209, 702, 868, RH, 237, 759, EH, 237, 649, 869, EH, 234, 814, EH
238, 234, 829, EH, 31, 670, 872, EH, 235, 765, LH, 688, 647, 877, EH, 233, 824, EH
239, 237, 833, EH, 330, 655, 877, EH, 234, 772, EH, 256, 651, 883, EH, 237, 830, RH
240, 236, 837, EH, 71, 646, 883, LH, 236, 779, RH, 202, 653, 886, EH, 236, 834, EH
241, 238, 841, EH, 511, 641, 890, LH, 238, 785, EH, 142, 654, 891, EH, 238, 837, RH
242, 247, 845, EH, 597, 640, 897, EH, 246, 792, EH, 418, 662, 897, EH, 247, 841, EH
243, 243, 849, EH, 221, 643, 12, EH, 242, 799, RH, 540, 660, 9, EH, 243, 845, RH
244, 241, 853, EH, 706, 642, 16, LH, 240, 811, EH, 244, 661, 13, EH, 241, 851, LH
245, 240, 857, EH, 317, 650, 21, LH, 241, 819, EH, 588, 667, 21, EH, 240, 856, LH
246, 242, 861, EH, 535, 649, 44, RH, 244, 826, EH, 402, 665, 24, RH, 242, 860, EH
247, 245, 865, EH, 247, 652, 56, EH, 243, 833, RH, 76, 664, 26, EH, 245, 865, EH
248, 244, 869, EH, 151, 654, 77, RH, 245, 841, RH, 332, 668, 28, EMPTY, 244, 871, EH
249, 246, 873, EH, 787, 663, 82, EH, 249, 850, EH, 249, 669, 40, EH, 246, 875, EH
250, 251, 877, EH, 50, 661, 89, LH, 248, 859, EH, 178, 678, 42, EMPTY, 252, 878, EH
251, 249, 881, EH, 395, 662, 96, EMPTY, 247, 866, RH, 117, 675, 83, EH, 249, 882, LH
252, 248, 885, EH, 242, 668, 99, EH, 251, 875, EH, 621, 672, 102, EH, 248, 886, RH
253, 250, 891, EH, 653, 683, 106, EMPTY, 250, 884, EH, 279, 671, 136, EMPTY, 251, 892, EH
254, 253, 897, RH, 384, 676, 109, EH, 253, 895, EH, 48, 677, 139, EH, 250, 897, EH
255, 252, 1, EH, 763, 675, 115, EH, 252, 1, EH, 683, 687, 156, EH, 254, 0, RH
256, 254, 5, EH, 409, 673, 118, EH, 254, 6, LH, 702, 686, 162, EH, 253, 3, EH
257, 383, 9, EH, 343, 679, 124, EH, 383, 10, EH, 601, 684, 181, EH, 383, 5, EH
258, 319, 13, EH, 55, 678, 131, EMPTY, 316, 13, RH, 379, 698, 211, EMPTY, 314, 7, RH
