add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
96, 92, 267, EH, 96, 268, 272, EH, 98, 267, LH, 118, 253, 284, RH, 101, 267, EH
97, 94, 275, EH, 289, 273, 278, EH, 95, 275, EH, 482, 383, 292, RH, 96, 278, EH
98, 111, 283, EH, 177, 272, 295, EH, 94, 286, RH, 358, 318, 301, EH, 94, 288, RH
99, 103, 291, EH, 493, 278, 301, EH, 93, 295, RH, 465, 293, 305, EH, 93, 299, LH
100, 99, 299, EH, 100, 303, 305, EH, 96, 301, EH, 373, 267, 313, RH, 95, 306, EH
101, 97, 307, EH, 388, 299, 313, RH, 97, 308, LH, 437, 261, 317, LH, 98, 312, LH
102, 96, 315, EH, 452, 295, 325, RH, 103, 315, EH, 102, 259, 321, EH, 97, 316, EH
103, 98, 323, EH, 154, 293, 329, EH, 100, 322, RH, 278, 265, 325, LH, 99, 320, RH
104, 101, 331, EH, 444, 298, 337, RH, 99, 329, RH, 104, 266, 335, LH, 100, 325, RH
105, 100, 339, EH, 201, 301, 347, EH, 101, 337, LH, 94, 290, 342, EH, 105, 335, EH
106, 102, 347, EH, 106, 300, 355, EH, 102, 347, LH, 0, 284, 353, RH, 103, 346, EH
107, 107, 355, EH, 172, 302, 362, EH, 105, 355, EH, 107, 288, 363, EH, 102, 353, RH
108, 105, 363, EH, 207, 311, 376, RH, 104, 362, RH, 319, 292, 372, LH, 104, 361, RH
109, 104, 371, EH, 296, 305, 381, EH, 106, 373, EH, 16, 309, 380, EH, 107, 372, EH
110, 106, 379, EH, 110, 304, 387, LH, 107, 380, RH, 110, 303, 385, RH, 106, 380, RH
111, 109, 387, EH, 111, 309, 394, LH, 116, 386, EH, 162, 301, 387, LH, 113, 386, EH
112, 108, 395, EH, 418, 308, 402, EH, 113, 394, EH, 397, 305, 391, RH, 111, 393, RH
113, 110, 403, EH, 60, 310, 408, EH, 111, 402, EH, 155, 307, 402, EH, 109, 402, LH
114, 119, 411, EH, 343, 313, 419, EH, 110, 408, RH, 299, 314, 413, EH, 110, 407, EH
115, 115, 419, EH, 115, 315, 427, EH, 109, 416, EH, 35, 313, 418, EH, 112, 413, LH
116, 113, 427, EH, 69, 351, 433, EH, 112, 427, EH, 498, 312, 421, EH, 121, 417, EH
117, 112, 435, EH, 446, 332, 442, EH, 114, 436, LH, 145, 317, 428, RH, 117, 423, EH
118, 114, 443, EH, 461, 327, 448, RH, 115, 444, LH, 480, 351, 435, EH, 115, 428, RH
119, 117, 451, EH, 424, 325, 458, RH, 119, 450, EH, 308, 329, 444, EH, 114, 438, EH
120, 116, 459, EH, 390, 322, 469, EH, 118, 456, EH, 123, 323, 457, LH, 116, 450, LH
121, 118, 467, EH, 190, 326, 474, RH, 117, 464, EH, 27, 321, 469, EH, 119, 457, LH
122, 123, 475, EH, 210, 329, 481, EH, 121, 473, LH, 47, 320, 481, LH, 118, 466, LH
123, 121, 481, EH, 24, 328, 489, EH, 120, 481, EH, 192, 325, 485, EH, 120, 474, LH
124, 120, 485, EH, 101, 331, 494, EH, 122, 488, LH, 434, 324, 491, LH, 122, 483, EH
125, 122, 491, EH, 134, 330, 499, EH, 123, 493, LH, 125, 340, 496, EH, 123, 491, LH
126, 125, 497, RH, 158, 340, 1, EH, 187, 498, LH, 355, 335, 15, EH, 185, 496, EH
127, 124, 1, EH, 252, 337, 3, EH, 159, 1, LH, 417, 334, 32, EMPTY, 159, 1, LH
128, 126, 5, EH, 51, 336, 14, EH, 143, 3, EH, 281, 337, 36, EH, 139, 4, LH
129, 191, 9, EH, 58, 338, 53, EMPTY, 133, 6, EH, 138, 342, 52, EH, 133, 7, EMPTY
130, 159, 13, EH, 130, 347, 74, EH, 128, 10, EH, 471, 341, 62, EH, 128, 12, EH
131, 143, 17, EH, 89, 345, 76, EMPTY, 126, 15, EH, 131, 346, 78, EH, 126, 17, EH
132, 135, 21, EH, 195, 344, 81, EH, 125, 23, LH, 420, 344, 83, EMPTY, 125, 20, EH
133, 131, 25, EH, 183, 346, 98, EH, 127, 27, EH, 69, 349, 89, EH, 127, 23, EH
134, 129, 29, EH, 407, 349, 118, EH, 131, 30, EH, 129, 367, 93, EMPTY, 130, 27, EH
135, 128, 33, EH, 135, 348, 138, EH, 130, 34, LH, 408, 357, 96, EH, 129, 29, LH
136, 130, 37, EH, 176, 367, 142, EMPTY, 129, 40, EH, 282, 353, 126, EH, 131, 31, EH
137, 133, 41, EH, 251, 359, 145, EH, 132, 45, LH, 42, 352, 130, EMPTY, 132, 33, EH
138, 132, 45, EH, 168, 355, 150, EMPTY, 139, 48, EH, 174, 354, 134, EH, 135, 36, EH
139, 134, 49, EH, 318, 352, 157, EH, 135, 51, EH, 454, 363, 137, EH, 134, 42, RH
140, 139, 53, EH, 213, 357, 169, EMPTY, 134, 55, EMPTY, 229, 362, 144, EH, 137, 46, LH
141, 137, 57, EH, 240, 362, 174, EH, 137, 59, EH, 165, 361, 148, RH, 136, 52, RH
142, 136, 61, EH, 350, 361, 178, EH, 136, 64, EH, 202, 366, 150, EH, 138, 59, RH
143, 138, 65, EH, 97, 365, 180, EH, 138, 70, EH, 347, 378, 158, EH, 149, 64, EH
144, 141, 69, EH, 129, 366, 185, EH, 141, 74, EH, 291, 372, 160, LH, 144, 70, RH
145, 140, 73, EH, 214, 378, 208, EMPTY, 140, 76, LH, 117, 371, 163, EH, 141, 74, LH
146, 142, 77, EH, 455, 376, 212, EH, 142, 78, EH, 451, 376, 169, EH, 140, 79, EH
147, 151, 81, EH, 0, 373, 218, EH, 151, 81, RH, 339, 380, 177, EH, 143, 84, LH
148, 147, 85, EH, 107, 377, 230, EH, 147, 84, EH, 453, 379, 180, EH, 142, 87, LH
149, 145, 89, EH, 429, 381, 245, EH, 145, 88, EH, 311, 381, 182, EH, 147, 90, RH
150, 144, 93, EH, 479, 380, 248, EH, 144, 94, RH, 218, 382, 212, EH, 145, 94, RH
151, 146, 97, EH, 162, 447, 257, EH, 146, 96, LH, 196, 431, 219, EMPTY, 146, 98, EH
152, 149, 101, EH, 223, 411, 262, EMPTY, 149, 100, RH, 449, 410, 221, EH, 148, 103, RH
153, 148, 105, EH, 417, 399, 293, EH, 148, 105, RH, 172, 389, 227, RH, 152, 107, EH
154, 150, 109, EH, 368, 389, 298, EH, 150, 111, RH, 175, 386, 235, EH, 151, 109, LH
155, 155, 113, EH, 238, 387, 300, EH, 156, 114, LH, 153, 385, 240, EH, 150, 112, RH
156, 153, 117, EH, 306, 386, 302, EMPTY, 153, 118, RH, 156, 384, 253, EMPTY, 155, 117, EH
157, 152, 121, EH, 437, 394, 304, EMPTY, 152, 121, LH, 115, 387, 266, EH, 153, 122, EH
158, 154, 125, EH, 7, 393, 309, EH, 154, 126, RH, 12, 388, 288, EH, 154, 126, RH
159, 157, 129, EH, 84, 397, 315, EMPTY, 155, 131, EH, 88, 399, 307, EH, 157, 130, EH
160, 156, 133, EH, 354, 406, 322, EH, 157, 135, LH, 260, 391, 312, EH, 156, 134, RH
161, 158, 137, EH, 430, 402, 326, EH, 158, 141, RH, 486, 390, 320, EH, 158, 137, EH
162, 175, 141, EH, 227, 400, 328, EMPTY, 175, 145, EH, 467, 393, 324, EMPTY, 171, 141, EH
163, 167, 145, EH, 341, 404, 331, EH, 167, 149, EH, 490, 402, 334, EH, 164, 147, RH
164, 163, 149, EH, 164, 408, 336, EH, 164, 153, EH, 360, 401, 337, EMPTY, 161, 151, LH
165, 161, 153, EH, 141, 431, 338, EH, 162, 157, RH, 77, 409, 341, EMPTY, 160, 155, LH
166, 160, 157, EH, 166, 423, 345, EH, 161, 162, RH, 26, 419, 346, EH, 163, 160, EH
167, 162, 161, EH, 45, 419, 349, EH, 160, 165, LH, 499, 415, 352, EMPTY, 162, 163, EH
168, 165, 165, EH, 78, 416, 352, EH, 163, 169, RH, 168, 413, 354, EH, 167, 166, LH
169, 164, 169, EH, 405, 421, 357, EH, 165, 172, LH, 459, 412, 362, EMPTY, 166, 169, LH
170, 166, 173, EH, 26, 427, 361, EH, 166, 177, RH, 105, 414, 366, EH, 165, 172, EH
171, 171, 177, EH, 171, 426, 365, EMPTY, 170, 180, EH, 204, 418, 371, EMPTY, 169, 175, RH
172, 169, 181, EH, 414, 428, 373, EH, 169, 183, EH, 120, 423, 376, EH, 168, 179, RH
173, 168, 185, EH, 165, 439, 377, EH, 168, 186, EH, 263, 421, 379, EH, 170, 183, EH
174, 170, 189, EH, 234, 433, 380, EH, 172, 188, EH, 400, 422, 381, EMPTY, 177, 187, EH
175, 173, 193, EH, 217, 432, 386, EH, 171, 192, RH, 154, 428, 384, EH, 174, 192, RH
176, 172, 197, EH, 112, 434, 393, LH, 174, 197, EH, 359, 425, 388, EMPTY, 172, 197, RH
177, 174, 201, EH, 49, 442, 397, EH, 173, 201, LH, 448, 429, 390, EH, 173, 202, LH
178, 183, 205, EH, 33, 445, 400, EH, 181, 206, EH, 244, 477, 393, EMPTY, 175, 209, EH
179, 179, 209, EH, 478, 477, 404, EH, 179, 210, LH, 279, 446, 401, EH, 176, 212, LH
180, 177, 213, EH, 488, 460, 416, LH, 177, 213, LH, 232, 436, 409, EH, 181, 215, RH
181, 176, 217, EH, 9, 453, 421, EH, 176, 218, EH, 403, 435, 412, EH, 179, 218, EH
182, 178, 221, EH, 254, 448, 426, EH, 178, 224, LH, 461, 444, 414, EH, 178, 222, EH
183, 181, 225, EH, 250, 451, 428, EH, 180, 229, EH, 10, 442, 422, EH, 180, 228, EH
184, 180, 229, EH, 21, 458, 432, RH, 185, 233, EH, 476, 460, 425, EH, 183, 232, EH
185, 182, 233, EH, 48, 457, 434, EH, 183, 237, LH, 398, 457, 429, LH, 182, 236, RH
186, 187, 237, EH, 102, 459, 445, EH, 182, 241, LH, 173, 450, 442, EH, 184, 240, EH
187, 185, 241, EH, 463, 473, 451, EH, 184, 246, RH, 191, 458, 450, EH, 220, 243, LH
188, 184, 245, EH, 188, 469, 457, EMPTY, 186, 249, EH, 404, 469, 458, EH, 205, 247, EH
189, 186, 249, EH, 384, 472, 459, EH, 220, 253, RH, 345, 464, 464, EH, 195, 251, LH
190, 189, 253, EH, 379, 474, 472, EMPTY, 203, 257, EH, 356, 468, 475, RH, 190, 256, EH
191, 188, 257, EH, 62, 490, 480, EH, 194, 261, LH, 462, 475, 484, EH, 187, 259, RH
192, 190, 261, EH, 466, 487, 485, EH, 190, 265, LH, 37, 488, 127, EMPTY, 186, 265, RH
193, 223, 265, EH, 193, 481, 308, EH, 188, 268, EH, 406, 483, 136, EMPTY, 188, 270, LH
194, 207, 269, EH, 297, 480, 310, EH, 189, 273, EH, 194, 481, 178, EH, 189, 276, EH
195, 199, 273, EH, 122, 485, 330, EH, 192, 278, LH, 9, 485, 344, EH, 192, 281, LH
196, 195, 277, EH, 438, 489, 344, EH, 191, 284, EH, 473, 484, 349, EH, 191, 286, EH
197, 193, 281, EH, 363, 495, 346, EH, 193, 289, EH, 348, 493, 361, EH, 193, 290, EH
198, 192, 285, EH, 198, 494, 348, EH, 199, 294, EH, 198, 491, 382, EH, 194, 296, RH
199, 194, 289, EH, 334, 499, 366, EH, 197, 297, EH, 249, 496, 468, EH, 198, 301, EH
200, 197, 293, EH, 228, None, None, EH, 195, 300, EH, 296, None, None, EH, 197, 305, EH
201, 196, 297, EH, 435, None, None, EMPTY, 196, 302, EH, 201, None, None, EMPTY, 196, 307, LH
202, 198, 301, EH, 256, None, None, EH, 198, 305, EH, 48, None, None, EH, 202, 310, RH
203, 203, 305, EH, 312, None, None, EMPTY, 201, 309, RH, 350, None, None, EH, 200, 313, RH
204, 201, 309, EH, 395, None, None, EH, 200, 313, RH, 315, None, None, EH, 199, 315, EH
205, 200, 313, EH, 47, None, None, EH, 202, 317, EH, 271, None, None, EH, 201, 317, EH
206, 202, 317, EH, 382, None, None, EH, 211, 321, EH, 478, None, None, EMPTY, 204, 319, EH
207, 205, 321, EH, 465, None, None, EMPTY, 208, 325, LH, 283, None, None, EH, 203, 321, EH
208, 204, 325, EH, 191, None, None, EH, 206, 328, LH, 208, None, None, EH, 214, 324, RH
209, 206, 329, EH, 209, None, None, EH, 205, 331, EH, 494, None, None, RH, 211, 327, EH
210, 215, 333, EH, 422, None, None, EH, 204, 335, LH, 100, None, None, EH, 209, 333, EH
211, 211, 337, EH, 85, None, None, EH, 207, 338, LH, 84, None, None, EH, 207, 338, LH
212, 209, 341, EH, 163, None, None, EH, 210, 343, RH, 277, None, None, EMPTY, 206, 342, LH
213, 208, 345, EH, 375, None, None, EH, 209, 349, EH, 213, None, None, EMPTY, 208, 348, RH
214, 210, 349, EH, 410, None, None, EMPTY, 215, 353, EH, 3, None, None, EH, 210, 352, RH
215, 213, 353, EH, 79, None, None, EH, 213, 357, EH, 426, None, None, EH, 212, 355, EH
216, 212, 357, EH, 425, None, None, EH, 212, 361, EH, 200, None, None, EMPTY, 213, 359, EH
217, 214, 361, EH, 222, None, None, EH, 214, 365, LH, 274, None, None, EMPTY, 216, 363, EH
218, 219, 365, EH, 483, None, None, EMPTY, 218, 369, LH, 326, None, None, EH, 215, 370, RH
219, 217, 369, EH, 173, None, None, EMPTY, 216, 376, RH, 456, None, None, EH, 218, 375, LH
220, 216, 373, EH, 160, None, None, EH, 217, 379, LH, 336, None, None, EH, 217, 379, EH
221, 218, 377, EH, 396, None, None, None, 219, 381, EH, 295, None, None, EH, 219, 381, EH
222, 221, 381, EH, 148, None, None, None, 239, 385, RH, 297, None, None, EMPTY, 238, 385, RH
223, 220, 385, EH, 369, None, None, None, 231, 387, LH, 223, None, None, EMPTY, 231, 387, LH
224, 222, 389, EH, 224, None, None, None, 227, 391, RH, 234, None, None, EH, 224, 391, RH
225, 239, 393, EH, 391, None, None, None, 224, 397, RH, 370, None, None, EMPTY, 222, 397, EH
226, 231, 397, EH, 226, None, None, None, 222, 400, LH, 114, None, None, EH, 221, 401, LH
227, 227, 401, EH, 320, None, None, None, 221, 404, RH, 157, None, None, None, 223, 403, LH
228, 225, 405, EH, 39, None, None, None, 223, 407, EH, 228, None, None, None, 228, 405, EH
229, 224, 409, EH, 314, None, None, None, 226, 410, EH, 31, None, None, None, 226, 409, RH
230, 226, 413, EH, 64, None, None, None, 225, 413, LH, 225, None, None, None, 225, 412, LH
231, 229, 417, EH, 205, None, None, None, 229, 419, RH, 432, None, None, None, 227, 414, LH
232, 228, 421, EH, 232, None, None, None, 228, 425, EH, 375, None, None, None, 229, 416, EH
233, 230, 425, EH, 370, None, None, None, 230, 429, EH, 233, None, None, None, 230, 418, EH
234, 235, 429, EH, 117, None, None, None, 234, 433, EH, 411, None, None, None, 234, 421, EH
235, 233, 433, EH, 235, None, None, None, 233, 437, RH, 40, None, None, None, 232, 425, EH
236, 232, 437, EH, 236, None, None, None, 232, 442, RH, 331, None, None, None, 233, 427, LH
237, 234, 441, EH, 364, None, None, None, 237, 445, LH, 396, None, None, None, 236, 429, EH
238, 237, 445, EH, 392, None, None, None, 235, 448, RH, 176, None, None, None, 235, 434, RH
239, 236, 449, EH, 38, None, None, None, 236, 451, RH, 51, None, None, None, 237, 442, EH
240, 238, 453, EH, 136, None, None, None, 238, 455, RH, 106, None, None, None, 245, 448, EH
241, 247, 457, EH, 241, None, None, None, 248, 458, LH, 268, None, None, None, 241, 451, EH
242, 243, 461, EH, 242, None, None, None, 244, 462, EH, 242, None, None, None, 240, 454, EH
243, 241, 465, EH, 243, None, None, None, 241, 466, EH, 132, None, None, None, 239, 458, RH
244, 240, 469, EH, 484, None, None, None, 240, 469, LH, 369, None, None, None, 243, 464, RH
245, 242, 473, EH, 454, None, None, None, 242, 475, RH, 230, None, None, None, 242, 468, LH
246, 245, 477, EH, 441, None, None, None, 243, 479, EH, 246, None, None, None, 244, 471, LH
247, 244, 480, EH, 42, None, None, None, 246, 483, EH, 143, None, None, None, 248, 475, RH
248, 246, 482, EH, 266, None, None, None, 245, 487, EH, 300, None, None, None, 247, 481, RH
249, 251, 484, EH, 471, None, None, None, 247, 489, LH, 199, None, None, None, 246, 485, LH
250, 249, 486, EH, 486, None, None, None, 251, 492, EH, 365, None, None, None, 251, 489, RH
251, 248, 489, EH, 91, None, None, None, 249, 494, LH, 203, None, None, None, 249, 492, RH
252, 250, 493, EH, 140, None, None, None, 250, 497, EH, 206, None, None, None, 250, 495, EH
253, 253, 496, EH, 196, None, None, None, 253, 499, LH, 239, None, None, None, 253, 498, LH
254, 252, 498, RH, 63, None, None, None, 252, 0, EH, 254, None, None, None, 252, 0, EH
255, 254, 0, EH, 90, None, None, None, 254, 5, EH, 377, None, None, None, 254, 3, EH
256, 383, 2, EH, 123, None, None, None, 383, 7, EMPTY, 364, None, None, None, 383, 10, EMPTY
257, 319, 4, EH, 277, None, None, None, 319, 9, EH, 222, None, None, None, 318, 13, EH
258, 287, 6, EH, 420, None, None, None, 293, 11, EH, 455, None, None, None, 293, 16, EMPTY
259, 271, 8, EH, 342, None, None, None, 269, 14, EH, 14, None, None, None, 273, 18, EH
260, 263, 10, EH, 260, None, None, None, 263, 17, EH, 495, None, None, None, 261, 22, RH
261, 259, 12, EH, 261, None, None, None, 258, 21, LH, 82, None, None, None, 258, 24, EH
262, 257, 14, EH, 449, None, None, None, 257, 24, EH, 262, None, None, None, 256, 26, EH
