add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
66, 95, 27, EH, 150, 174, 55, LH, 72, 55, LH, 579, 192, 54, LH, 61, 46, RH
67, 79, 35, EH, 67, 179, 69, RH, 67, 67, EH, 65, 194, 67, LH, 60, 62, RH
68, 71, 43, EH, 616, 176, 91, EH, 65, 81, EH, 82, 199, 84, EH, 65, 77, LH
69, 67, 51, EH, 681, 185, 101, LH, 63, 107, EH, 270, 198, 99, EH, 64, 84, LH
70, 65, 59, EH, 113, 184, 121, EH, 62, 121, RH, 76, 202, 119, EH, 63, 90, RH
71, 64, 67, EH, 71, 222, 134, RH, 64, 130, EH, 463, 214, 134, EH, 67, 101, EH
72, 66, 75, EH, 115, 207, 149, EH, 66, 138, EH, 474, 210, 138, LH, 66, 110, LH
73, 69, 83, EH, 23, 201, 171, EH, 69, 146, EH, 471, 212, 148, EMPTY, 68, 116, EH
74, 68, 91, EH, 381, 196, 179, RH, 68, 154, LH, 358, 217, 163, EH, 69, 121, RH
75, 70, 99, EH, 75, 203, 201, EH, 71, 161, EH, 369, 216, 171, LH, 77, 135, LH
76, 75, 107, EH, 76, 210, 210, RH, 70, 171, LH, 146, 229, 177, RH, 74, 147, EH
77, 73, 115, EH, 96, 209, 230, EH, 81, 179, RH, 44, 224, 183, LH, 72, 165, LH
78, 72, 123, EH, 78, 219, 245, EH, 75, 188, EH, 514, 223, 196, EH, 71, 178, RH
79, 74, 131, EH, 691, 218, 261, RH, 73, 196, EH, 79, 227, 214, EH, 73, 192, LH
80, 77, 139, EH, 402, 221, 279, LH, 74, 203, RH, 561, 231, 224, EH, 76, 199, RH
81, 76, 147, EH, 202, 238, 295, EH, 77, 210, RH, 287, 254, 231, EH, 75, 214, EH
82, 78, 155, EH, 181, 230, 305, RH, 76, 218, EH, 362, 247, 245, EH, 79, 229, LH
83, 87, 163, EH, 647, 225, 343, EH, 79, 227, LH, 699, 245, 252, LH, 78, 241, EH
84, 83, 171, EH, 159, 228, 353, EH, 78, 235, LH, 93, 239, 259, LH, 86, 251, EH
85, 81, 179, EH, 654, 235, 362, LH, 80, 242, EH, 157, 252, 282, RH, 84, 259, RH
86, 80, 187, EH, 213, 234, 373, LH, 87, 250, LH, 243, 248, 292, LH, 82, 273, RH
87, 82, 195, EH, 268, 237, 395, EH, 85, 261, RH, 156, 251, 296, EH, 81, 288, LH
88, 85, 203, EH, 66, 245, 423, RH, 83, 279, LH, 569, 253, 305, RH, 83, 295, RH
89, 84, 211, EH, 323, 241, 437, RH, 82, 295, LH, 587, 268, 317, LH, 85, 304, LH
90, 86, 219, EH, 511, 242, 442, RH, 84, 308, RH, 302, 259, 326, LH, 90, 312, EH
91, 91, 227, EH, 560, 250, 454, EH, 86, 324, RH, 215, 256, 335, RH, 88, 326, LH
92, 89, 235, EH, 258, 253, 470, EH, 91, 337, RH, 399, 264, 351, LH, 87, 337, EH
93, 88, 243, EH, 244, 375, 487, LH, 89, 351, LH, 652, 267, 367, LH, 89, 355, EH
94, 90, 251, EH, 94, 319, 499, EH, 88, 363, RH, 94, 282, 380, RH, 93, 367, RH
95, 93, 263, EH, 422, 285, 517, EH, 90, 378, EH, 273, 278, 390, LH, 92, 380, EH
96, 92, 279, EH, 541, 271, 528, EMPTY, 93, 384, EH, 39, 318, 406, EH, 91, 394, EH
97, 94, 295, EH, 246, 261, 532, RH, 92, 390, RH, 167, 300, 419, LH, 94, 403, RH
98, 111, 311, EH, 637, 260, 536, EH, 94, 398, EH, 337, 295, 432, EH, 125, 415, EH
99, 103, 327, EH, 471, 263, 540, EH, 117, 406, RH, 311, 292, 436, LH, 112, 427, LH
100, 99, 343, EH, 178, 262, 549, RH, 107, 417, EH, 257, 290, 438, LH, 107, 433, RH
101, 97, 359, EH, 407, 279, 552, EH, 101, 431, LH, 101, 288, 444, EH, 101, 440, EH
102, 96, 375, EH, 57, 276, 554, EH, 99, 439, EH, 102, 291, 448, RH, 99, 445, RH
103, 98, 391, EH, 208, 278, 561, EH, 97, 450, EH, 166, 293, 452, EH, 97, 450, EH
104, 101, 407, EH, 40, 280, 565, EMPTY, 96, 458, RH, 61, 294, 458, RH, 96, 458, EH
105, 100, 423, EH, 490, 301, 569, EH, 98, 467, EH, 443, 296, 472, EH, 98, 465, EH
106, 102, 439, EH, 256, 295, 576, LH, 100, 473, RH, 508, 299, 480, RH, 100, 472, RH
107, 107, 455, EH, 575, 290, 587, EH, 103, 483, LH, 423, 312, 486, LH, 103, 480, LH
108, 105, 471, EH, 206, 288, 593, EMPTY, 102, 489, RH, 226, 305, 495, EH, 102, 486, RH
109, 104, 487, EH, 247, 291, 598, RH, 105, 495, EH, 237, 304, 503, LH, 105, 495, EH
110, 106, 503, EH, 264, 297, 612, LH, 104, 505, LH, 110, 317, 512, EH, 104, 506, LH
111, 109, 515, EH, 194, 296, 621, LH, 106, 514, LH, 111, 316, 521, EH, 106, 517, LH
112, 108, 523, EH, 585, 298, 628, LH, 113, 521, EH, 43, 343, 530, EH, 110, 537, LH
113, 110, 531, EH, 70, 305, 635, EH, 110, 528, RH, 113, 332, 539, EH, 109, 549, LH
114, 119, 539, EH, 2, 304, 643, EH, 109, 537, RH, 601, 326, 553, EH, 108, 557, LH
115, 115, 547, EH, 215, 311, 651, EH, 108, 549, RH, 466, 323, 570, EH, 111, 566, EH
116, 113, 555, EH, 609, 308, 659, LH, 112, 566, EH, 151, 330, 582, EH, 119, 577, EH
117, 112, 563, EH, 523, 357, 667, LH, 111, 582, EH, 117, 329, 595, LH, 116, 586, LH
118, 114, 571, EH, 631, 351, 672, LH, 115, 599, EH, 394, 335, 610, RH, 114, 598, LH
119, 117, 583, EH, 270, 343, 683, RH, 114, 609, RH, 554, 333, 619, EH, 113, 614, EH
120, 116, 599, EH, 144, 324, 688, RH, 116, 619, LH, 132, 363, 626, EH, 115, 630, RH
121, 118, 615, EH, 676, 342, 694, EH, 121, 626, EH, 45, 351, 635, RH, 117, 649, LH
122, 123, 631, EH, 122, 345, 0, EH, 119, 635, LH, 552, 349, 643, RH, 118, 659, RH
123, 121, 647, EH, 620, 349, 10, EH, 118, 649, LH, 550, 348, 663, RH, 121, 676, LH
124, 120, 663, EH, 680, 353, 17, RH, 120, 663, EH, 484, 361, 679, LH, 120, 684, LH
125, 122, 679, EH, 633, 352, 21, EH, 123, 681, LH, 346, 367, 693, EH, 123, 691, LH
126, 125, 695, EH, 22, 356, 33, EH, 122, 693, EH, 126, 366, 4, LH, 122, 697, EH
127, 124, 1, EH, 127, 363, 42, RH, 124, 3, RH, 127, 371, 10, EH, 124, 2, LH
128, 126, 5, EH, 419, 362, 50, EH, 125, 10, RH, 128, 372, 16, LH, 152, 7, EH
129, 191, 9, EH, 603, 360, 58, RH, 157, 17, EH, 464, 509, 21, EH, 142, 16, LH
130, 159, 13, EH, 130, 373, 68, RH, 142, 27, LH, 418, 447, 32, EH, 135, 22, EH
131, 143, 17, EH, 131, 370, 73, EH, 134, 36, EH, 600, 422, 41, RH, 132, 32, LH
132, 135, 21, EH, 307, 368, 84, EH, 130, 43, RH, 391, 400, 49, EH, 129, 38, LH
133, 131, 25, EH, 443, 374, 92, EH, 128, 50, RH, 30, 386, 62, EH, 127, 43, EH
134, 129, 29, EH, 433, 447, 99, LH, 127, 58, EH, 105, 380, 74, EMPTY, 126, 49, RH
135, 128, 33, EH, 37, 431, 102, EH, 129, 65, LH, 83, 379, 85, EH, 128, 59, EH
136, 130, 37, EH, 404, 412, 119, EH, 132, 69, RH, 42, 390, 97, EMPTY, 131, 65, RH
137, 133, 41, EH, 248, 395, 123, RH, 131, 75, RH, 58, 388, 100, EH, 130, 74, EH
138, 132, 45, EH, 103, 387, 133, EH, 133, 87, EH, 385, 398, 116, EH, 133, 79, LH
139, 134, 49, EH, 139, 384, 138, EH, 138, 101, EH, 440, 408, 121, EH, 134, 82, EH
140, 139, 53, EH, 140, 388, 147, RH, 136, 113, LH, 321, 406, 137, EH, 138, 85, EH
141, 137, 57, EH, 516, 405, 153, EH, 135, 119, EH, 141, 405, 158, LH, 137, 88, EH
142, 136, 61, EH, 527, 410, 165, EH, 137, 123, RH, 612, 419, 164, EH, 136, 93, LH
143, 138, 65, EH, 669, 423, 173, EH, 140, 128, EH, 143, 416, 168, EH, 140, 99, LH
144, 141, 69, EH, 252, 420, 176, EH, 139, 132, EH, 6, 421, 173, EMPTY, 139, 103, RH
145, 140, 73, EH, 641, 418, 185, EH, 141, 136, EH, 675, 437, 176, RH, 141, 109, LH
146, 142, 77, EH, 154, 421, 196, EH, 149, 140, EH, 456, 433, 192, EH, 147, 111, EH
147, 151, 81, EH, 524, 427, 203, EH, 146, 144, EH, 341, 432, 199, EH, 144, 114, EH
148, 147, 85, EH, 577, 425, 209, LH, 144, 147, RH, 249, 427, 210, RH, 143, 117, RH
149, 145, 89, EH, 617, 424, 219, EH, 143, 151, RH, 149, 436, 217, EH, 146, 120, EH
150, 144, 93, EH, 469, 430, 225, EH, 145, 155, RH, 597, 435, 223, EMPTY, 145, 123, EH
151, 146, 97, EH, 313, 439, 235, EH, 147, 159, EH, 289, 439, 227, RH, 149, 132, LH
152, 149, 101, EH, 148, 437, 241, EH, 148, 163, EH, 401, 438, 239, EH, 148, 138, EH
153, 148, 105, EH, 636, 438, 250, RH, 154, 169, LH, 23, 444, 248, RH, 151, 144, RH
154, 150, 109, EH, 607, 442, 260, EH, 151, 173, EH, 154, 446, 253, LH, 150, 149, RH
155, 155, 113, EH, 155, 441, 263, RH, 150, 177, EH, 155, 477, 256, EH, 171, 158, EH
156, 153, 117, EH, 109, 445, 276, RH, 153, 181, RH, 193, 454, 264, EH, 165, 169, LH
157, 152, 121, EH, 495, 446, 280, EH, 152, 186, EH, 556, 450, 278, EH, 158, 175, EH
158, 154, 125, EH, 158, 478, 290, LH, 155, 189, RH, 275, 448, 290, EMPTY, 156, 183, LH
159, 157, 129, EH, 500, 463, 297, RH, 156, 194, LH, 178, 452, 293, RH, 154, 189, EH
160, 156, 133, EH, 337, 454, 304, EH, 175, 199, LH, 179, 453, 299, EH, 153, 194, EH
161, 158, 137, EH, 161, 450, 311, EH, 165, 202, EH, 50, 461, 304, EH, 155, 198, LH
162, 175, 141, EH, 493, 449, 324, EH, 161, 205, EH, 234, 458, 316, RH, 157, 202, EH
163, 167, 145, EH, 466, 448, 345, EH, 159, 209, LH, 424, 455, 323, EH, 161, 210, EH
164, 163, 149, EH, 286, 453, 352, LH, 158, 212, RH, 204, 460, 330, EMPTY, 160, 217, EH
165, 161, 153, EH, 300, 458, 356, RH, 160, 216, RH, 342, 472, 333, EH, 159, 224, RH
166, 160, 157, EH, 594, 457, 360, RH, 163, 220, EH, 376, 476, 349, RH, 163, 233, LH
167, 162, 161, EH, 461, 456, 370, EH, 162, 225, LH, 431, 491, 361, EMPTY, 162, 239, LH
168, 165, 165, EH, 106, 460, 374, EH, 164, 228, RH, 172, 482, 366, EH, 164, 244, EH
169, 164, 169, EH, 38, 462, 387, EH, 171, 233, LH, 197, 480, 371, EH, 169, 249, EH
170, 166, 173, EH, 170, 470, 405, EMPTY, 169, 237, LH, 160, 479, 379, EMPTY, 167, 252, RH
171, 171, 177, EH, 186, 467, 420, LH, 167, 240, EH, 66, 486, 388, EH, 166, 256, RH
172, 169, 181, EH, 451, 464, 427, EH, 166, 244, LH, 269, 485, 398, EMPTY, 168, 264, LH
173, 168, 185, EH, 646, 468, 438, EH, 168, 247, RH, 420, 489, 405, EH, 170, 270, RH
174, 170, 189, EH, 526, 473, 441, RH, 170, 252, EH, 225, 499, 416, LH, 178, 278, EH
175, 173, 193, EH, 545, 472, 445, EH, 173, 257, EH, 266, 495, 421, EH, 175, 286, LH
176, 172, 197, EH, 251, 477, 450, LH, 172, 268, LH, 207, 494, 427, EMPTY, 173, 290, EH
177, 174, 201, EH, 177, 492, 458, EMPTY, 174, 276, LH, 666, 493, 435, LH, 172, 293, RH
178, 183, 205, EH, 390, 487, 467, EH, 184, 281, RH, 468, 498, 446, EH, 174, 297, RH
179, 179, 209, EH, 581, 483, 473, EH, 179, 290, EH, 545, 503, 453, EH, 177, 302, EH
180, 177, 213, EH, 188, 481, 483, RH, 177, 297, RH, 86, 500, 455, RH, 176, 305, EH
181, 176, 217, EH, 434, 480, 489, LH, 176, 305, EH, 568, 507, 460, EH, 183, 308, RH
182, 178, 221, EH, 182, 485, 498, EH, 178, 313, EH, 182, 603, 476, EMPTY, 180, 316, LH
183, 181, 225, EH, 183, 484, 505, EH, 181, 322, LH, 648, 543, 479, EH, 179, 321, RH
184, 180, 229, EH, 125, 486, 530, EH, 180, 328, RH, 184, 525, 485, EH, 182, 329, EH
185, 182, 233, EH, 273, 489, 542, EH, 182, 335, RH, 338, 517, 489, EH, 181, 335, LH
186, 187, 237, EH, 578, 488, 564, LH, 183, 339, RH, 33, 512, 494, EMPTY, 184, 341, LH
187, 185, 241, EH, 397, 499, 580, LH, 188, 348, LH, 190, 510, 498, EH, 185, 348, EH
188, 184, 245, EH, 321, 498, 584, RH, 186, 353, RH, 325, 513, 500, EH, 283, 360, LH
189, 186, 249, EH, 129, 497, 590, EMPTY, 185, 361, LH, 222, 521, 507, EH, 235, 365, EH
190, 189, 253, EH, 367, 505, 592, EH, 187, 368, EH, 457, 520, 510, EMPTY, 206, 371, EH
191, 188, 259, EH, 557, 507, 596, EMPTY, 189, 377, LH, 255, 519, 513, EH, 196, 378, LH
192, 190, 267, EH, 192, 574, 608, EH, 190, 379, RH, 60, 523, 520, EMPTY, 192, 384, LH
193, 223, 275, EH, 236, 543, 613, EH, 254, 383, LH, 258, 524, 523, EMPTY, 189, 390, EH
194, 207, 283, EH, 39, 525, 619, EMPTY, 222, 385, RH, 404, 533, 527, EH, 187, 398, LH
195, 199, 291, EH, 377, 514, 622, EMPTY, 207, 388, RH, 410, 530, 532, EMPTY, 188, 401, RH
196, 195, 299, EH, 327, 513, 626, EH, 201, 392, RH, 187, 527, 537, EH, 190, 405, RH
197, 193, 307, EH, 508, 518, 629, RH, 196, 397, LH, 81, 532, 540, EH, 191, 412, EH
198, 192, 315, EH, 426, 517, 632, EH, 194, 400, EH, 531, 539, 547, EH, 194, 419, EH
199, 194, 323, EH, 199, 533, 638, EH, 192, 404, EH, 546, 537, 557, EMPTY, 193, 424, RH
200, 197, 331, EH, 136, 531, 642, EMPTY, 193, 408, RH, 522, 536, 566, EH, 195, 429, EH
201, 196, 339, EH, 383, 528, 649, EH, 195, 415, LH, 262, 540, 572, EH, 199, 432, EH
202, 198, 347, EH, 81, 530, 653, EMPTY, 199, 420, EH, 492, 542, 577, EMPTY, 198, 435, EH
203, 203, 355, EH, 299, 532, 658, EH, 197, 427, EH, 203, 573, 586, EH, 197, 439, LH
204, 201, 363, EH, 277, 537, 661, EH, 198, 433, LH, 632, 559, 594, EH, 202, 442, EH
205, 200, 371, EH, 378, 536, 668, EH, 200, 437, LH, 205, 553, 599, LH, 201, 446, EMPTY
206, 202, 379, EH, 293, 540, 682, EH, 203, 443, EH, 475, 547, 607, EH, 200, 448, EH
207, 205, 387, EH, 494, 542, 686, EH, 202, 449, LH, 139, 544, 611, EH, 204, 452, RH
208, 204, 395, EH, 600, 559, 696, EH, 205, 452, EH, 208, 551, 617, EH, 203, 456, EH
209, 206, 403, EH, 548, 553, 8, RH, 204, 456, EH, 90, 557, 621, EH, 205, 460, EH
210, 215, 411, EH, 670, 550, 12, EH, 206, 460, RH, 449, 558, 625, EH, 221, 463, LH
211, 211, 419, EH, 211, 549, 18, EH, 215, 465, EH, 277, 570, 628, LH, 214, 466, EH
212, 209, 427, EH, 317, 552, 20, EMPTY, 210, 468, RH, 488, 566, 633, RH, 210, 470, RH
213, 208, 435, EH, 15, 555, 27, EH, 209, 472, LH, 629, 563, 636, EH, 208, 475, EH
214, 210, 443, EH, 110, 554, 35, EH, 208, 476, LH, 429, 567, 641, EH, 207, 479, LH
215, 213, 451, EH, 112, 566, 43, EH, 212, 481, LH, 92, 572, 649, LH, 209, 481, LH
216, 212, 459, EH, 145, 562, 49, LH, 211, 485, EH, 591, 571, 659, RH, 212, 484, EH
217, 214, 467, EH, 5, 561, 51, EMPTY, 213, 488, EH, 428, 590, 667, EH, 211, 488, EH
218, 219, 475, EH, 640, 565, 72, EH, 214, 491, LH, 218, 582, 677, RH, 213, 493, RH
219, 217, 483, EH, 85, 564, 100, EH, 218, 494, LH, 565, 577, 681, EH, 217, 497, EH
220, 216, 491, EH, 432, 570, 117, EH, 216, 497, EH, 286, 576, 691, LH, 216, 503, EH
221, 218, 499, EH, 11, 569, 120, EMPTY, 217, 501, RH, 574, 575, 695, EH, 215, 507, EH
222, 221, 507, EH, 63, 639, 124, EH, 220, 507, EH, 340, 580, 2, EH, 219, 514, RH
223, 220, 513, EH, 118, 606, 137, EH, 219, 511, RH, 124, 578, 5, EH, 218, 521, LH
224, 222, 517, EH, 496, 591, 141, EH, 221, 516, EH, 364, 581, 9, LH, 220, 530, EH
225, 239, 521, EH, 7, 582, 160, EMPTY, 238, 520, LH, 470, 586, 34, EH, 229, 539, EH
226, 231, 525, EH, 287, 576, 169, EH, 230, 523, EH, 261, 584, 109, EH, 224, 547, RH
227, 227, 529, EH, 318, 580, 172, EH, 227, 527, LH, 655, 588, 120, LH, 223, 551, LH
228, 225, 533, EH, 568, 587, 174, EH, 225, 531, LH, 686, 595, 122, LH, 222, 555, EH
229, 224, 537, EH, 56, 584, 184, EMPTY, 224, 535, EH, 504, 594, 162, EH, 226, 558, EH
230, 226, 541, EH, 604, 586, 218, EH, 223, 541, LH, 230, 599, 174, LH, 225, 563, EH
231, 229, 545, EH, 243, 590, 221, EMPTY, 226, 545, RH, 108, 596, 194, EH, 227, 570, EH
232, 228, 549, EH, 93, 595, 228, EH, 228, 553, RH, 37, 639, 198, RH, 228, 575, EH
233, 230, 553, EH, 664, 593, 234, EH, 229, 562, EH, 515, 623, 202, LH, 233, 578, EH
234, 235, 557, EH, 64, 592, 237, EH, 235, 570, EH, 698, 614, 212, RH, 231, 582, RH
235, 233, 561, EH, 512, 598, 242, EH, 233, 577, RH, 24, 610, 216, LH, 230, 588, RH
236, 232, 565, EH, 385, 596, 253, EMPTY, 231, 585, RH, 236, 607, 251, LH, 232, 595, EH
237, 234, 569, EH, 255, 623, 262, EMPTY, 232, 595, EH, 47, 611, 267, LH, 234, 600, LH
238, 237, 573, EH, 398, 614, 278, EH, 234, 602, EH, 678, 619, 288, EH, 254, 610, RH
239, 236, 579, EH, 645, 612, 288, EH, 237, 608, LH, 51, 617, 291, RH, 247, 619, LH
240, 238, 587, EH, 240, 608, 291, EH, 236, 612, LH, 77, 616, 294, EH, 241, 626, LH
241, 247, 595, EH, 189, 613, 296, EMPTY, 245, 617, LH, 374, 621, 329, EH, 239, 635, EH
242, 243, 603, EH, 197, 621, 298, EH, 242, 621, EH, 244, 620, 348, EH, 237, 643, LH
243, 241, 611, EH, 231, 619, 308, EH, 240, 625, LH, 314, 630, 372, EH, 236, 651, RH
244, 240, 619, EH, 328, 622, 342, EH, 239, 628, EH, 185, 626, 493, EMPTY, 238, 657, RH
245, 242, 627, EH, 52, 630, 349, EH, 241, 632, RH, 78, 625, 519, EMPTY, 240, 663, LH
246, 245, 635, EH, 224, 628, 368, EH, 244, 637, EH, 487, 628, 524, EH, 244, 672, RH
247, 244, 643, EH, 156, 626, 384, EH, 243, 644, EH, 673, 627, 536, EH, 243, 677, EH
248, 246, 651, EH, 657, 629, 388, EH, 250, 651, RH, 88, 635, 542, EMPTY, 242, 681, RH
249, 251, 659, EH, 249, 635, 410, EH, 247, 659, EH, 306, 633, 544, EH, 245, 685, RH
250, 249, 667, EH, 572, 632, 418, EMPTY, 246, 667, EH, 308, 636, 551, EH, 246, 689, RH
251, 248, 675, EH, 164, 634, 421, EH, 248, 677, LH, 209, 638, 558, EMPTY, 251, 692, EH
252, 250, 683, EH, 692, 638, 425, EH, 249, 683, RH, 425, 668, 563, EH, 249, 695, EH
253, 253, 691, EH, 551, 671, 430, EMPTY, 252, 689, RH, 150, 654, 567, EMPTY, 248, 699, EH
254, 252, 697, RH, 13, 655, 446, EH, 251, 696, EH, 564, 643, 571, EH, 250, 1, LH
255, 254, 0, EH, 229, 644, 449, EH, 253, 1, EH, 27, 641, 576, EMPTY, 252, 3, LH
256, 511, 2, EH, 335, 643, 453, EH, 319, 6, LH, 279, 640, 580, EH, 253, 5, EH
