add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
48, 44, 133, EH, 76, 131, 138, LH, 44, 131, LH, 56, 131, 130, EH, 47, 88, RH
49, 46, 137, EH, 40, 130, 146, EH, 46, 134, EH, 21, 129, 134, EH, 46, 98, RH
50, 55, 141, EH, 133, 137, 149, EH, 52, 137, RH, 154, 128, 136, EH, 48, 108, EH
51, 51, 145, EH, 11, 136, 157, EH, 50, 142, LH, 177, 130, 140, RH, 54, 115, EH
52, 49, 149, EH, 52, 138, 160, LH, 48, 146, LH, 97, 135, 146, EH, 51, 121, EH
53, 48, 153, EH, 98, 150, 169, EMPTY, 49, 150, LH, 22, 134, 152, EH, 50, 127, EH
54, 50, 157, EH, 54, 147, 173, EH, 51, 155, EH, 127, 136, 158, EH, 52, 135, EH
55, 53, 161, EH, 55, 146, 177, EH, 56, 160, RH, 83, 147, 160, EH, 53, 142, EH
56, 52, 165, EH, 85, 149, 181, EMPTY, 54, 164, LH, 64, 142, 166, EMPTY, 56, 152, LH
57, 54, 169, EH, 135, 148, 185, LH, 53, 168, LH, 197, 140, 176, EH, 55, 163, EH
58, 59, 173, EH, 79, 152, 194, EH, 55, 173, LH, 175, 141, 181, EMPTY, 58, 172, EH
59, 57, 179, EH, 104, 157, 0, RH, 58, 179, EH, 108, 146, 192, RH, 57, 182, RH
60, 56, 187, EH, 144, 175, 16, RH, 57, 187, EH, 60, 157, 199, EH, 124, 194, RH
61, 58, 193, EH, 145, 165, 20, RH, 59, 192, RH, 99, 152, 0, RH, 93, 7, RH
62, 61, 197, RH, 29, 164, 32, EH, 95, 197, EH, 61, 158, 3, EH, 75, 9, EH
63, 60, 1, EH, 59, 160, 43, EH, 75, 1, EH, 35, 172, 9, EH, 67, 11, EMPTY
64, 62, 5, EH, 112, 170, 58, EMPTY, 68, 5, EH, 185, 165, 13, EH, 63, 15, EH
65, 95, 9, EH, 90, 169, 64, EH, 64, 8, RH, 153, 163, 33, EH, 61, 17, EH
66, 79, 13, EH, 66, 168, 69, EMPTY, 62, 11, EH, 10, 160, 37, EH, 60, 20, EH
67, 71, 17, EH, 67, 173, 72, EH, 61, 14, EH, 183, 169, 41, EH, 62, 23, EH
68, 67, 21, EH, 13, 183, 99, EMPTY, 63, 17, EH, 190, 166, 54, EH, 65, 26, EH
69, 65, 25, EH, 51, 179, 106, EH, 66, 20, LH, 25, 189, 65, EH, 64, 29, LH
70, 64, 29, EH, 180, 177, 120, EH, 65, 22, EH, 48, 179, 84, EH, 66, 33, EH
71, 66, 33, EH, 71, 178, 124, EMPTY, 67, 25, EH, 27, 176, 103, EH, 70, 35, RH
72, 69, 37, EH, 45, 181, 130, EH, 72, 29, RH, 170, 178, 105, EMPTY, 69, 38, RH
73, 68, 41, EH, 122, 182, 148, EH, 70, 34, LH, 184, 181, 110, EH, 68, 40, LH
74, 70, 45, EH, 161, 191, 168, EH, 69, 37, EH, 101, 180, 119, EMPTY, 72, 42, EH
75, 75, 49, EH, 107, 185, 178, EH, 71, 41, EH, 118, 188, 141, EMPTY, 71, 44, EMPTY
76, 73, 53, EH, 174, 187, 182, EMPTY, 74, 45, EH, 114, 194, 178, EH, 73, 47, EH
77, 72, 57, EH, 19, 194, 187, EH, 73, 50, LH, 82, 192, 180, EH, 74, 50, EH
78, 74, 61, EH, 111, 192, 192, EH, 83, 56, EH, 139, 193, 188, EH, 81, 52, EH
79, 77, 65, EH, 14, 195, 195, EH, 79, 62, EH, 120, 199, 193, EMPTY, 77, 55, EH
80, 76, 69, EH, 166, None, None, EMPTY, 77, 66, EH, 138, None, None, EH, 76, 58, EH
81, 78, 73, EH, 154, None, None, EH, 76, 70, EH, 126, None, None, EMPTY, 79, 61, EH
82, 87, 77, EH, 53, None, None, EMPTY, 78, 74, LH, 191, None, None, EH, 78, 65, RH
83, 83, 81, EH, 171, None, None, EH, 81, 77, EH, 162, None, None, EMPTY, 80, 69, EH
84, 81, 85, EH, 80, None, None, EMPTY, 80, 81, EH, 164, None, None, EH, 88, 72, LH
85, 80, 89, EH, 35, None, None, EH, 82, 86, LH, 143, None, None, EH, 84, 76, EH
86, 82, 93, EH, 42, None, None, EMPTY, 88, 91, EH, 133, None, None, EH, 83, 79, EH
87, 85, 97, EH, 87, None, None, EH, 86, 99, EH, 32, None, None, EMPTY, 82, 84, LH
88, 84, 101, EH, 88, None, None, EMPTY, 85, 104, EH, 89, None, None, EH, 86, 91, RH
89, 86, 105, EH, 46, None, None, EMPTY, 84, 109, EH, 85, None, None, None, 85, 96, EH
90, 91, 109, EH, 33, None, None, EH, 87, 114, RH, 148, None, None, None, 87, 101, EH
91, 89, 113, EH, 15, None, None, EMPTY, 91, 119, LH, 187, None, None, None, 91, 106, EH
92, 88, 117, EH, 49, None, None, EH, 90, 121, RH, 150, None, None, None, 89, 109, LH
93, 90, 121, EH, 73, None, None, EMPTY, 89, 124, EH, 115, None, None, None, 90, 113, LH
94, 93, 125, EH, 94, None, None, EH, 93, 126, EH, 94, None, None, None, 92, 116, EH
95, 92, 128, EH, 103, None, None, EH, 92, 130, EH, 95, None, None, None, 111, 119, EH
96, 94, 130, EH, 96, None, None, EH, 94, 133, EMPTY, 47, None, None, None, 104, 122, RH
97, 111, 132, EH, 97, None, None, None, 117, 135, EH, 52, None, None, None, 98, 125, EH
98, 103, 134, EH, 2, None, None, None, 106, 138, EH, 90, None, None, None, 96, 129, RH
99, 99, 136, EH, 176, None, None, None, 102, 140, EMPTY, 79, None, None, None, 94, 133, RH
100, 97, 138, EH, 65, None, None, None, 99, 143, EH, 100, None, None, None, 95, 136, RH
101, 96, 140, EH, 115, None, None, None, 97, 145, RH, 196, None, None, None, 97, 140, RH
102, 98, 142, EH, 36, None, None, None, 96, 149, EH, 156, None, None, None, 101, 145, EH
103, 101, 144, EH, 89, None, None, None, 98, 151, EH, 102, None, None, None, 99, 149, EH
104, 100, 146, EH, 9, None, None, None, 101, 153, EMPTY, 167, None, None, None, 100, 155, EH
105, 102, 148, EH, 105, None, None, None, 100, 157, LH, 19, None, None, None, 103, 161, LH
106, 107, 150, EH, 198, None, None, None, 104, 161, EH, 58, None, None, None, 102, 165, LH
107, 105, 152, EH, 108, None, None, None, 103, 163, RH, 173, None, None, None, 108, 170, RH
108, 104, 154, EH, 84, None, None, None, 105, 167, EH, 198, None, None, None, 106, 176, EH
109, 106, 156, EH, 30, None, None, None, 112, 169, EMPTY, 109, None, None, None, 105, 181, EH
110, 109, 158, EH, 110, None, None, None, 109, 171, EH, 46, None, None, None, 107, 186, RH
111, 108, 160, EH, 118, None, None, None, 107, 174, EH, 57, None, None, None, 109, 192, EH
112, 110, 162, EH, 141, None, None, None, 108, 177, EMPTY, 112, None, None, None, 110, 197, EH
113, 119, 164, EH, 113, None, None, None, 111, 181, LH, 113, None, None, None, 118, 19, LH
114, 115, 166, EH, 196, None, None, None, 110, 185, EH, 51, None, None, None, 115, 22, EH
115, 113, 168, EH, 78, None, None, None, 114, 189, RH, 74, None, None, None, 113, 24, LH
116, 112, 170, EH, 4, None, None, None, 113, 193, EH, 53, None, None, None, 112, 27, EH
117, 114, 172, EH, 172, None, None, None, 115, 195, EH, 117, None, None, None, 114, 30, EH
118, 117, 174, EH, 100, None, None, None, 116, 199, EH, 123, None, None, None, 116, 32, EMPTY
119, 116, 177, EH, 116, None, None, None, 123, 0, EH, 107, None, None, None, 117, 46, EH
120, 118, 181, EH, None, None, None, None, 120, 2, EH, None, None, None, None, 121, 48, EH
121, 123, 185, EH, None, None, None, None, 119, 4, EMPTY, None, None, None, None, 119, 53, EMPTY
122, 121, 189, EH, None, None, None, None, 118, 6, EH, None, None, None, None, 120, 57, EH
123, 120, 192, EH, None, None, None, None, 121, 9, RH, None, None, None, None, 122, 60, EMPTY
124, 122, 194, EH, None, None, None, None, 122, 13, LH, None, None, None, None, 123, 62, EH
125, 125, 196, EH, None, None, None, None, 125, 15, EH, None, None, None, None, 159, 64, EH
126, 124, 198, RH, None, None, None, None, 124, 19, EH, None, None, None, None, 137, 66, EMPTY
127, 126, 0, EH, None, None, None, None, 126, 24, EH, None, None, None, None, 131, 68, EH
128, 159, 2, EH, None, None, None, None, 159, 26, EH, None, None, None, None, 127, 71, EH
129, 143, 4, EH, None, None, None, None, 139, 28, EMPTY, None, None, None, None, 125, 73, EMPTY
130, 135, 6, EH, None, None, None, None, 132, 31, EH, None, None, None, None, 126, 78, EH
131, 131, 8, EH, None, None, None, None, 129, 33, EH, None, None, None, None, 129, 80, EH
132, 129, 10, EH, None, None, None, None, 128, 36, EH, None, None, None, None, 128, 83, EMPTY
133, 128, 12, EH, None, None, None, None, 131, 38, EH, None, None, None, None, 130, 86, EH
134, 130, 14, EH, None, None, None, None, 130, 40, EMPTY, None, None, None, None, 135, 89, EH
135, 133, 16, EH, None, None, None, None, 136, 42, EH, None, None, None, None, 133, 92, EH
136, 132, 18, EH, None, None, None, None, 134, 44, EH, None, None, None, None, 132, 94, EH
137, 134, 20, EH, None, None, None, None, 133, 46, EH, None, None, None, None, 134, 97, EH
138, 139, 22, EH, None, None, None, None, 135, 48, LH, None, None, None, None, 136, 99, EMPTY
139, 137, 24, EH, None, None, None, None, 137, 51, EH, None, None, None, None, 147, 103, EH
140, 136, 26, EH, None, None, None, None, 138, 54, EMPTY, None, None, None, None, 142, 105, RH
141, 138, 28, EH, None, None, None, None, 147, 58, EH, None, None, None, None, 140, 107, EH
142, 141, 30, EH, None, None, None, None, 144, 61, EH, None, None, None, None, 139, 110, EH
143, 140, 32, EH, None, None, None, None, 142, 63, EH, None, None, None, None, 138, 112, LH
144, 142, 34, EH, None, None, None, None, 140, 65, EH, None, None, None, None, 141, 114, EH
145, 151, 36, EH, None, None, None, None, 141, 67, EH, None, None, None, None, 145, 117, RH
146, 147, 38, EH, None, None, None, None, 143, 69, EH, None, None, None, None, 144, 120, EH
147, 145, 40, EH, None, None, None, None, 146, 71, RH, None, None, None, None, 143, 123, RH
148, 144, 42, EH, None, None, None, None, 145, 73, EH, None, None, None, None, 146, 126, EH
149, 146, 44, EH, None, None, None, None, 152, 76, EH, None, None, None, None, 152, 128, RH
150, 149, 46, EH, None, None, None, None, 150, 78, EH, None, None, None, None, 149, 130, LH
151, 148, 48, EH, None, None, None, None, 149, 80, EH, None, None, None, None, 148, 132, EH
152, 150, 50, EH, None, None, None, None, 148, 82, EH, None, None, None, None, 151, 134, EH
153, 155, 52, EH, None, None, None, None, 151, 85, EH, None, None, None, None, 150, 139, EMPTY
154, 153, 54, EH, None, None, None, None, 155, 87, EH, None, None, None, None, 155, 141, EH
155, 152, 56, EH, None, None, None, None, 153, 90, EH, None, None, None, None, 154, 144, EH
156, 154, 58, EH, None, None, None, None, 154, 93, EH, None, None, None, None, 153, 146, EH
157, 157, 60, EH, None, None, None, None, 157, 97, EH, None, None, None, None, 157, 148, EMPTY
158, 156, 62, EH, None, None, None, None, 156, 101, EMPTY, None, None, None, None, 156, 151, EH
159, 158, 64, EH, None, None, None, None, 158, 103, EH, None, None, None, None, 158, 154, EMPTY
160, 175, 66, EH, None, None, None, None, 175, 105, EH, None, None, None, None, 179, 157, EH
161, 167, 68, EH, None, None, None, None, 165, 107, EH, None, None, None, None, 168, 160, EMPTY
162, 163, 70, EH, None, None, None, None, 162, 111, EH, None, None, None, None, 163, 162, EH
163, 161, 72, EH, None, None, None, None, 160, 113, LH, None, None, None, None, 161, 164, EMPTY
164, 160, 74, EH, None, None, None, None, 161, 115, EH, None, None, None, None, 160, 166, EH
165, 162, 76, EH, None, None, None, None, 164, 118, LH, None, None, None, None, 162, 169, EH
166, 165, 78, EH, None, None, None, None, 163, 122, EH, None, None, None, None, 165, 171, EH
167, 164, 80, EH, None, None, None, None, 170, 141, EH, None, None, None, None, 164, 174, EH
168, 166, 82, EH, None, None, None, None, 168, 148, LH, None, None, None, None, 166, 178, EH
169, 171, 84, EH, None, None, None, None, 167, 154, EH, None, None, None, None, 167, 180, LH
170, 169, 86, EH, None, None, None, None, 166, 156, EH, None, None, None, None, 172, 184, EH
171, 168, 88, EH, None, None, None, None, 169, 158, RH, None, None, None, None, 170, 188, LH
172, 170, 90, EH, None, None, None, None, 173, 166, LH, None, None, None, None, 169, 190, EH
173, 173, 92, EH, None, None, None, None, 171, 172, EH, None, None, None, None, 171, 193, EH
174, 172, 94, EH, None, None, None, None, 172, 176, RH, None, None, None, None, 176, 195, LH
175, 174, 96, EH, None, None, None, None, 174, 178, EH, None, None, None, None, 174, 199, LH
176, 191, 98, EH, None, None, None, None, 191, 180, EMPTY, None, None, None, None, 173, 74, EH
177, 183, 100, EH, None, None, None, None, 183, 182, EMPTY, None, None, None, None, 175, 82, EH
178, 179, 102, EH, None, None, None, None, 179, 184, EH, None, None, None, None, 178, 85, EH
179, 177, 104, EH, None, None, None, None, 177, 186, EMPTY, None, None, None, None, 177, 87, EH
180, 176, 106, EH, None, None, None, None, 176, 188, EH, None, None, None, None, 189, 90, RH
181, 178, 108, EH, None, None, None, None, 178, 190, EH, None, None, None, None, 182, 95, EH
182, 181, 110, EH, None, None, None, None, 181, 196, EMPTY, None, None, None, None, 181, 100, EH
183, 180, 112, EH, None, None, None, None, 180, 198, EMPTY, None, None, None, None, 180, 102, EH
184, 182, 114, EH, None, None, None, None, 182, 30, EH, None, None, None, None, 186, 138, LH
185, 187, 116, EH, None, None, None, None, 187, 49, EH, None, None, None, None, 184, 143, EH
186, 185, 118, EH, None, None, None, None, 185, 53, EH, None, None, None, None, 183, 150, EMPTY
187, 184, 120, EH, None, None, None, None, 184, 55, EH, None, None, None, None, 185, 153, EH
188, 186, 122, EH, None, None, None, None, 186, 57, EMPTY, None, None, None, None, 188, 156, LH
189, 189, 124, EH, None, None, None, None, 189, 59, EMPTY, None, None, None, None, 187, 158, RH
190, 188, 126, EH, None, None, None, None, 188, 84, EH, None, None, None, None, 194, 167, EH
191, 190, 176, EH, None, None, None, None, 190, 89, EH, None, None, None, None, 192, 173, RH
192, 195, 178, EH, None, None, None, None, 194, 92, EH, None, None, None, None, 190, 175, LH
193, 193, 180, EH, None, None, None, None, 192, 94, EH, None, None, None, None, 191, 177, EMPTY
194, 192, 182, EH, None, None, None, None, 193, 96, EH, None, None, None, None, 193, 183, EH
195, 194, 184, EH, None, None, None, None, 197, 98, EH, None, None, None, None, 197, 185, EH
196, 197, 186, EH, None, None, None, None, 195, 100, EH, None, None, None, None, 195, 187, EMPTY
197, 196, 188, EH, None, None, None, None, 196, 108, EH, None, None, None, None, 196, 191, EH
198, 198, 190, EH, None, None, None, None, 199, 110, EH, None, None, None, None, 199, 196, EH
199, 199, 199, EMPTY, None, None, None, None, 198, 116, EMPTY, None, None, None, None, 198, 198, EMPTY
None, None, None, EH, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EMPTY, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, EH, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, EMPTY
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, EH
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, EMPTY
