add,dfs0,bfs0,bfactor0,remove-then-add0,dfs1,bfs1,bfactor1,dfs2,bfs2,bfactor2,remove-then-add1,dfs3,bfs3,bfactor3,dfs4,bfs4,bfactor4
152, 146, 203, EH, 821, 439, 203, EH, 148, 198, EH, 726, 422, 213, EH, 153, 202, EH
153, 149, 211, EH, 266, 436, 213, EH, 147, 206, EH, 605, 421, 229, LH, 150, 212, LH
154, 148, 219, EH, 127, 441, 219, EH, 149, 219, LH, 324, 433, 236, RH, 149, 224, LH
155, 150, 227, EH, 295, 440, 226, EH, 155, 226, EH, 739, 430, 248, EH, 148, 233, RH
156, 155, 235, EH, 648, 487, 234, RH, 153, 234, EH, 771, 428, 257, EMPTY, 151, 237, RH
157, 153, 243, EH, 77, 467, 242, RH, 152, 242, RH, 233, 429, 266, EH, 152, 242, EH
158, 152, 251, EH, 530, 459, 250, EH, 151, 250, EH, 54, 431, 269, EH, 155, 249, RH
159, 154, 259, EH, 871, 448, 263, RH, 154, 260, LH, 522, 437, 271, LH, 154, 259, LH
160, 157, 267, EH, 897, 463, 269, EH, 156, 267, EH, 803, 436, 280, EH, 156, 264, RH
161, 156, 275, EH, 101, 464, 274, EH, 157, 274, LH, 128, 438, 289, RH, 173, 270, RH
162, 158, 283, EH, 537, 485, 278, EH, 173, 277, RH, 62, 442, 294, EH, 166, 284, LH
163, 175, 291, EH, 381, 486, 280, RH, 166, 284, LH, 970, 476, 309, LH, 160, 294, EH
164, 167, 299, EH, 214, 495, 286, EH, 163, 292, EH, 776, 465, 323, LH, 159, 301, EH
165, 163, 307, EH, 19, 491, 297, EH, 160, 300, RH, 741, 449, 329, RH, 158, 307, EH
166, 161, 315, EH, 858, 488, 305, RH, 159, 312, EH, 356, 448, 337, EH, 164, 315, LH
167, 160, 323, EH, 747, 490, 321, EH, 162, 321, RH, 167, 444, 342, EH, 162, 323, LH
168, 162, 331, EH, 236, 493, 329, EH, 161, 329, EH, 919, 453, 353, EH, 161, 327, RH
169, 165, 339, EH, 732, 492, 339, LH, 164, 338, EH, 834, 458, 360, RH, 163, 338, LH
170, 164, 347, EH, 476, 501, 344, RH, 165, 348, LH, 210, 472, 373, EH, 165, 345, EH
171, 166, 355, EH, 171, 500, 354, EH, 170, 354, RH, 640, 470, 380, EH, 170, 354, LH
172, 171, 363, EH, 609, 496, 364, EH, 168, 362, EH, 665, 471, 383, RH, 168, 362, EH
173, 169, 371, EH, 462, 508, 371, EH, 167, 369, EH, 159, 475, 391, EH, 167, 367, RH
174, 168, 379, EH, 174, 505, 375, RH, 169, 378, LH, 69, 487, 404, EH, 169, 375, RH
175, 170, 387, EH, 175, 510, 391, EH, 171, 385, RH, 789, 480, 409, EH, 172, 388, LH
176, 173, 395, EH, 886, 766, 400, EH, 172, 398, LH, 786, 477, 415, LH, 171, 395, EH
177, 172, 403, EH, 901, 639, 403, LH, 183, 404, EH, 798, 485, 422, EH, 180, 402, EH
178, 174, 411, EH, 718, 571, 410, LH, 177, 409, RH, 944, 481, 430, LH, 176, 409, LH
179, 183, 419, EH, 603, 541, 420, EH, 175, 416, EH, 495, 499, 437, LH, 174, 415, EH
180, 179, 427, EH, 209, 526, 425, LH, 174, 423, EH, 394, 489, 448, RH, 175, 420, RH
181, 177, 435, EH, 612, 519, 436, EH, 176, 430, EH, 400, 498, 453, LH, 178, 428, RH
182, 176, 443, EH, 946, 515, 441, LH, 181, 439, LH, 182, 502, 470, RH, 177, 437, RH
183, 178, 451, EH, 41, 514, 448, EH, 179, 449, LH, 183, 507, 475, RH, 179, 449, LH
184, 181, 459, EH, 367, 516, 463, RH, 178, 459, EH, 511, 765, 477, EH, 185, 458, EH
185, 180, 467, EH, 862, 525, 486, EMPTY, 180, 473, EH, 783, 637, 485, EH, 183, 469, EH
186, 182, 475, EH, 95, 535, 488, EH, 182, 483, EH, 929, 569, 489, LH, 182, 474, EH
187, 187, 483, EH, 187, 532, 493, RH, 187, 491, EH, 864, 555, 502, RH, 181, 480, LH
188, 185, 491, EH, 188, 528, 500, LH, 185, 499, LH, 247, 541, 519, RH, 184, 484, RH
189, 184, 499, EH, 268, 533, 508, LH, 184, 504, EH, 964, 530, 539, EH, 187, 491, RH
190, 186, 507, EH, 613, 540, 515, EH, 186, 510, LH, 43, 519, 543, EH, 186, 505, EH
191, 189, 515, EH, 619, 555, 525, EH, 188, 515, EH, 177, 516, 554, RH, 231, 514, LH
192, 188, 523, EH, 192, 552, 532, EH, 189, 522, EH, 150, 523, 559, EH, 205, 519, EH
193, 190, 531, EH, 365, 549, 540, EH, 222, 530, RH, 119, 539, 572, EH, 198, 526, RH
194, 223, 539, EH, 194, 545, 549, EH, 201, 537, RH, 821, 533, 580, EMPTY, 193, 536, RH
195, 207, 547, EH, 578, 554, 554, LH, 195, 545, EH, 135, 540, 585, RH, 190, 544, LH
196, 199, 555, EH, 355, 565, 563, EH, 192, 552, EH, 416, 552, 595, LH, 189, 552, LH
197, 195, 563, EH, 559, 563, 577, EH, 191, 559, EH, 197, 543, 614, LH, 191, 559, EH
198, 193, 571, EH, 147, 607, 587, EMPTY, 194, 568, LH, 134, 551, 620, EH, 192, 565, RH
199, 192, 579, EH, 199, 591, 594, RH, 193, 577, EH, 276, 554, 625, LH, 196, 575, EH
200, 194, 587, EH, 349, 582, 602, EH, 198, 587, LH, 695, 563, 635, EH, 195, 585, RH
201, 197, 595, EH, 564, 577, 611, LH, 197, 595, RH, 500, 560, 644, EH, 194, 595, EH
202, 196, 603, EH, 776, 579, 621, LH, 196, 604, EH, 873, 559, 650, LH, 197, 601, RH
203, 198, 611, EH, 752, 587, 627, LH, 200, 610, RH, 203, 564, 659, EH, 202, 611, LH
204, 203, 619, EH, 204, 584, 635, LH, 199, 620, LH, 204, 606, 670, LH, 200, 618, EH
205, 201, 627, EH, 754, 589, 640, EH, 213, 627, EH, 9, 581, 674, EH, 199, 625, LH
206, 200, 635, EH, 361, 595, 653, EH, 206, 635, EH, 105, 577, 682, EH, 201, 634, LH
207, 202, 643, EH, 308, 594, 659, EH, 203, 641, RH, 557, 572, 687, LH, 203, 644, LH
208, 205, 651, EH, 220, 592, 667, LH, 202, 651, LH, 473, 574, 694, EH, 204, 652, EH
209, 204, 659, EH, 304, 602, 675, RH, 205, 659, EH, 636, 580, 704, EH, 216, 659, EH
210, 206, 667, EH, 814, 601, 682, EH, 204, 667, EH, 651, 579, 712, LH, 212, 665, RH
211, 215, 675, EH, 145, 600, 690, EH, 209, 675, EH, 536, 591, 721, RH, 208, 677, LH
212, 211, 683, EH, 212, 606, 697, EH, 208, 682, EH, 1, 585, 731, LH, 207, 682, RH
213, 209, 691, EH, 581, 623, 706, EH, 207, 690, RH, 83, 584, 740, EH, 206, 688, RH
214, 208, 699, EH, 345, 615, 714, EH, 211, 697, RH, 361, 583, 746, LH, 210, 695, EH
215, 210, 707, EH, 942, 611, 723, EH, 210, 704, EH, 215, 587, 753, EH, 209, 704, LH
216, 213, 715, EH, 447, 608, 731, LH, 212, 712, EH, 310, 595, 760, EH, 211, 712, LH
217, 212, 723, EH, 484, 621, 742, EH, 219, 721, EH, 623, 593, 772, LH, 214, 721, EH
218, 214, 731, EH, 218, 616, 749, EH, 215, 731, EH, 161, 592, 782, RH, 213, 731, LH
219, 219, 739, EH, 909, 620, 755, LH, 214, 741, EH, 33, 594, 792, EH, 215, 736, EH
220, 217, 747, EH, 87, 622, 763, RH, 217, 749, LH, 220, 597, 796, LH, 224, 743, RH
221, 216, 755, EH, 221, 631, 769, EH, 216, 755, EH, 221, 598, 800, LH, 221, 753, EH
222, 218, 763, EH, 711, 627, 774, LH, 218, 762, EH, 222, 622, 807, EH, 218, 761, EH
223, 221, 771, EH, 223, 625, 787, EH, 220, 769, EH, 545, 618, 819, EH, 217, 768, EH
224, 220, 779, EH, 415, 624, 795, LH, 221, 774, RH, 576, 614, 825, EH, 220, 775, EH
225, 222, 787, EH, 315, 626, 801, EH, 239, 783, EH, 350, 608, 830, EH, 219, 782, RH
226, 239, 795, EH, 337, 628, 812, EH, 229, 795, LH, 697, 620, 841, EH, 223, 794, EH
227, 231, 803, EH, 863, 630, 819, LH, 226, 803, EH, 29, 627, 849, RH, 222, 805, EH
228, 227, 811, EH, 523, 635, 824, LH, 224, 809, RH, 136, 625, 857, EH, 227, 817, LH
229, 225, 819, EH, 80, 632, 834, EH, 223, 819, LH, 301, 624, 869, RH, 225, 821, EH
230, 224, 827, EH, 230, 636, 843, RH, 225, 827, LH, 300, 626, 876, LH, 226, 825, RH
231, 226, 835, EH, 347, 700, 850, EH, 228, 834, EH, 315, 635, 883, RH, 229, 834, LH
232, 229, 843, EH, 139, 671, 857, LH, 227, 843, EH, 565, 634, 892, LH, 228, 841, RH
233, 228, 851, EH, 431, 655, 867, RH, 234, 850, RH, 996, 699, 900, EH, 230, 849, EH
234, 230, 859, EH, 604, 651, 875, LH, 232, 857, RH, 283, 671, 907, RH, 239, 855, EH
235, 235, 867, EH, 893, 640, 882, LH, 230, 864, RH, 235, 655, 916, EH, 236, 866, LH
236, 233, 875, EH, 775, 653, 890, EH, 231, 873, RH, 923, 648, 921, EH, 233, 872, RH
237, 232, 883, EH, 923, 652, 898, EH, 233, 882, EH, 178, 644, 934, LH, 232, 883, EH
238, 234, 891, EH, 646, 663, 906, RH, 236, 892, LH, 538, 641, 941, EH, 235, 892, EH
239, 237, 899, EH, 452, 659, 915, LH, 235, 898, RH, 616, 646, 946, EH, 234, 900, LH
240, 236, 907, EH, 974, 657, 921, LH, 238, 906, RH, 940, 650, 954, LH, 237, 907, EH
241, 238, 915, EH, 860, 660, 931, LH, 237, 915, EH, 89, 649, 960, RH, 238, 918, LH
242, 247, 923, EH, 380, 662, 938, EH, 247, 923, LH, 698, 668, 976, RH, 246, 923, RH
243, 243, 931, EH, 322, 667, 944, EH, 242, 931, EH, 115, 659, 985, EH, 242, 927, RH
244, 241, 939, EH, 106, 666, 954, LH, 240, 938, RH, 244, 670, 989, EMPTY, 240, 931, RH
245, 240, 947, EH, 252, 669, 962, RH, 241, 947, EH, 95, 686, 993, RH, 241, 936, EH
246, 242, 955, EH, 307, 686, 969, EH, 245, 954, RH, 571, 677, 3, EH, 244, 940, RH
247, 245, 961, EH, 550, 679, 972, EH, 244, 961, LH, 974, 674, 35, EH, 243, 947, EH
248, 244, 965, EH, 54, 675, 978, EMPTY, 243, 964, RH, 553, 672, 46, EH, 245, 954, EH
249, 246, 969, EH, 249, 674, 981, EH, 246, 969, LH, 868, 682, 51, EH, 249, 961, EH
250, 251, 973, EH, 437, 677, 987, EH, 250, 972, RH, 368, 680, 53, EMPTY, 248, 969, EH
251, 249, 979, EH, 937, 682, 996, EH, 249, 979, EH, 469, 681, 56, EMPTY, 247, 976, EH
252, 248, 987, EH, 544, 680, 8, EH, 248, 987, EH, 207, 684, 63, EH, 252, 983, EH
253, 250, 993, EH, 253, 683, 27, EH, 252, 994, LH, 228, 685, 67, RH, 250, 990, EH
254, 253, 997, RH, 684, 695, 65, RH, 251, 998, EH, 875, 691, 76, EH, 251, 997, EH
255, 252, 1, EH, 599, 690, 70, EH, 253, 0, EH, 847, 687, 80, EH, 253, 1, EH
256, 254, 5, EH, 421, 689, 73, EMPTY, 382, 2, RH, 384, 694, 96, EH, 382, 4, EH
257, 383, 9, EH, 598, 688, 78, EH, 319, 6, EH, 278, 693, 102, EH, 319, 7, EH
258, 319, 13, EH, 570, 693, 88, EMPTY, 279, 11, EH, 994, 733, 106, EMPTY, 291, 11, EH
